id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,1.28363e+11,0.6394,4.99743,-0.311694,0.45653,0.6938,1,1,0.6394,1,-4.45973e-07,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,1.09262e+09,0.6394,6.24743,0.420072,0.45653,0.6938,1,0.999999,0.6394,1,3.75936e-08,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,3.34389e+08,0.6394,2.84082,-0.858977,0.45653,0.6938,1,1,0.6394,1,-3.07134e-07,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,2.29684e+08,0.6394,2.83623,-0.698871,0.45653,0.6938,1,1,0.6394,1,1.95054e-07,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,2.16634e+08,0.6394,3.90421,-0.217053,0.45653,0.6938,1,1,0.6394,1,3.42391e-07,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,5.66644e+07,0.6394,4.14787,0.837535,0.45653,0.6938,1,0.999999,0.6394,1,1.71347e-06,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,6.31479e+10,0.6394,3.62746,1.73814,0.45653,0.6938,1,1,0.6394,1,-3.13171e-07,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,7.38338e+08,0.6394,3.41022,0.0214556,0.45653,0.6938,1,1,0.6394,1,2.42424e-07,0.448334,0.687105,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.00045397,0.693083,0.33346,5.19155,0.45653,0.6938,1,0.000557179,0.693083,0.30391,4.64849,0.448334,0.687105,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.000292447,0.78381,0.160897,6.6501,0.45653,0.6938,1,0.000432116,0.78381,0.147733,6.33925,0.448334,0.687105,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.000134993,0.78381,0.331001,5.33477,0.45653,0.6938,1,0.0010891,0.78381,0.220355,5.44451,0.448334,0.687105,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.204851,2.87116,0.415971,12.1184,0.45653,0.6938,1,0.171609,2.87116,1.41603,0.657562,0.448334,0.687105,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.173401,2.87116,0.454975,10.0951,0.45653,0.6938,1,0.0513897,2.87116,2.83242,0.262787,0.448334,0.687105,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.0993506,2.87116,0.310323,8.3976,0.45653,0.6938,1,0.0310152,2.87116,4.69299,0.221618,0.448334,0.687105,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.127225,2.87116,0.246403,13.8612,0.45653,0.6938,1,0.00278948,2.87116,4.7239,0.180683,0.448334,0.687105,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.00101164,0.693083,0.0922835,8.70074,0.45653,0.6938,1,0.00093945,0.693083,0.152739,6.18434,0.448334,0.687105,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,1,0.00249637,0.693083,0.138118,7.6632,0.45653,0.6938,1,0.00179113,0.693083,0.235772,4.94777,0.448334,0.687105,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,1,0.000339406,0.693083,0.305301,6.79874,0.45653,0.6938,1,0.000592731,0.693083,0.207265,5.85428,0.448334,0.687105,True,PGT121|2946,1313842
