parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.0265665601281983,
L_goes_down_False_mab_virus_PGDM1400|1176,0.0294749688124386,
L_goes_down_False_mab_virus_PGDM1400|1798,0.02656655420418,
L_goes_down_False_mab_virus_PGDM1400|2944,0.0265667385359839,
L_goes_down_False_mab_virus_PGDM1400|2946,0.109183636871376,
L_goes_down_False_mab_virus_PGDM1400|3430,0.0265665851531182,
L_goes_down_False_mab_virus_PGDM1400|4166,0.0265667184819357,
L_goes_down_False_mab_virus_PGDM1400|4168,0.173016570194305,
L_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.12271749310933,
L_goes_down_False_mab_virus_PGDM1400|PVO.4,0.157428355998679,
L_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.0796407647450042,
L_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0265666098073816,
L_goes_down_False_mab_virus_PGT121|1176,0.0265665600346896,
L_goes_down_False_mab_virus_PGT121|1798,0.0253432942963035,
L_goes_down_False_mab_virus_PGT121|2944,0.0265665644739676,
L_goes_down_False_mab_virus_PGT121|2946,0.0320445200550594,
L_goes_down_False_mab_virus_PGT121|3430,0.65885332750709,
L_goes_down_False_mab_virus_PGT121|4166,0.0265666958426701,
L_goes_down_False_mab_virus_PGT121|4168,0.109797560775923,
L_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.0265667536478097,
L_goes_down_False_mab_virus_PGT121|PVO.4,0.0265665007674904,
L_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.649356611046639,
L_goes_down_False_mab_virus_PGT121|TRO.11,3.78792738201381e-11,
L_goes_down_False_mab_virus_VRC07-523LS|1176,0.0265665635685378,
L_goes_down_False_mab_virus_VRC07-523LS|1798,0.026566853084687,
L_goes_down_False_mab_virus_VRC07-523LS|2944,0.0265669488202631,
L_goes_down_False_mab_virus_VRC07-523LS|2946,0.026566929051574,
L_goes_down_False_mab_virus_VRC07-523LS|3430,0.0265667222352708,
L_goes_down_False_mab_virus_VRC07-523LS|4166,0.026566585914984,
L_goes_down_False_mab_virus_VRC07-523LS|4168,0.0265665631060516,
L_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.0265665615963597,
L_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.0265665556435166,
L_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.0265665869304333,
L_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.0265666214118561,
L_goes_down_False_mab_virus_nan|1176,0.0265665526134136,
L_goes_down_False_mab_virus_nan|1798,0.0265665302543289,
L_goes_down_False_mab_virus_nan|2944,0.0265665702557601,
L_goes_down_False_mab_virus_nan|2946,0.0265665616140296,
L_goes_down_False_mab_virus_nan|3430,0.0265646503768003,
L_goes_down_False_mab_virus_nan|4166,0.026566553665962,
L_goes_down_False_mab_virus_nan|4168,0.0265665632395188,
L_goes_down_False_mab_virus_nan|Ce1176_A3,0.0265665617949526,
L_goes_down_False_mab_virus_nan|PVO.4,0.0265665782672645,
L_goes_down_False_mab_virus_nan|RHPA4259.7,0.0265665520756393,
L_goes_down_False_mab_virus_nan|TRO.11,0.0265665581115608,
L_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.0265668080447762,
L_goes_down_True_mab_virus_PGDM1400|1176,0.0294752438700059,
