"importanceSampling.OFV","importanceSampling.AIC","importanceSampling.BIC","importanceSampling.BICc","importanceSampling.chosenDegree","importanceSampling.standardError"
-6736.13972928585,-6494.13972928585,-5962.51524805783,-5807.07130129771,5,0.140183625501709
