id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.00411725,0.686007,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.65465,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.00411725,0.699472,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.654651,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.00411725,0.652366,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.65465,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.00411725,0.663573,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.65465,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.00411725,0.629274,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.65465,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.00411725,0.670648,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.65465,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.00411725,0.635878,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.654651,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.00411725,0.681433,0.077641,44.6757,0.140278,6.32096e-08,1,0.00413619,0.654651,0.077641,44.8064,0.140835,6.29176e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.00411542,0.759916,0.010715,44.6756,0.140278,6.32096e-08,1,0.00413436,0.744377,0.010715,44.8063,0.140835,6.29176e-08,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.00411542,0.593012,0.00240981,44.6757,0.140278,6.32096e-08,1,0.00413436,0.584311,0.00240981,44.8064,0.140835,6.29176e-08,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.00411542,0.543914,0.00240981,44.6757,0.140278,6.32096e-08,1,0.00413436,0.546916,0.00240981,44.8064,0.140835,6.29176e-08,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.00411542,0.733867,0.00254387,44.6786,0.140278,6.32096e-08,1,0.00413436,0.729315,0.00254387,44.8093,0.140835,6.29176e-08,True,PGDM1400|2946,1313842
