parameter,value,CV
L_goes_down_False,0.0416128412811358,
L_goes_down_True,0.0416076452772167,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.947461954810979,
m_goes_down_False_mab_virus_PGDM1400|1176,-0.285533001672045,
m_goes_down_False_mab_virus_PGDM1400|1798,0.464117893704852,
m_goes_down_False_mab_virus_PGDM1400|2944,-0.651288364089864,
m_goes_down_False_mab_virus_PGDM1400|2946,3.63299298363619,
m_goes_down_False_mab_virus_PGDM1400|3430,-0.568113496417419,
m_goes_down_False_mab_virus_PGDM1400|4166,-0.509430193529218,
m_goes_down_False_mab_virus_PGDM1400|4168,6.35295034535888,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,1.85992827589282,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,3.67026731763617,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1.38179085416772,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,1.59184519860884,
m_goes_down_False_mab_virus_PGT121|1176,2.22705102150191,
m_goes_down_False_mab_virus_PGT121|1798,-0.148700125938652,
m_goes_down_False_mab_virus_PGT121|2944,-0.424922726954066,
m_goes_down_False_mab_virus_PGT121|2946,0.554949315834161,
m_goes_down_False_mab_virus_PGT121|3430,-0.20236021261823,
m_goes_down_False_mab_virus_PGT121|4166,-0.414485564055912,
m_goes_down_False_mab_virus_PGT121|4168,0.16918646015305,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,-0.334263963924476,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.216250516764519,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,-0.315584955993013,
m_goes_down_False_mab_virus_PGT121|TRO.11,-0.355195671750896,
m_goes_down_False_mab_virus_VRC07-523LS|1176,-0.201635462625813,
m_goes_down_False_mab_virus_VRC07-523LS|1798,1.04250735375846,
m_goes_down_False_mab_virus_VRC07-523LS|2944,-0.0878260949698544,
m_goes_down_False_mab_virus_VRC07-523LS|2946,1.51855474175089,
m_goes_down_False_mab_virus_VRC07-523LS|3430,-0.17249309578568,
m_goes_down_False_mab_virus_VRC07-523LS|4166,-0.362361748299187,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.242032198900054,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.864467759545535,
