parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,9.85427428021654e-08,
L_goes_down_False_mab_virus_nan|TRO.11,1.21277092930118e-08,
L_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.45878191369072e-08,
L_goes_down_True_mab_virus_PGDM1400|1176,2.96704054531433e-06,
L_goes_down_True_mab_virus_PGDM1400|1798,7.76472459333634e-10,
L_goes_down_True_mab_virus_PGDM1400|2944,3.47121421376215e-09,
L_goes_down_True_mab_virus_PGDM1400|2946,5.13669506656729e-08,
L_goes_down_True_mab_virus_PGDM1400|3430,4.80157441580523e-08,
L_goes_down_True_mab_virus_PGDM1400|4166,3.09979710010048e-06,
L_goes_down_True_mab_virus_PGDM1400|4168,1.1144413895746e-07,
L_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,4.14909032069109e-07,
L_goes_down_True_mab_virus_PGDM1400|PVO.4,1.93655924882437e-06,
L_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,2.71983009162509e-06,
L_goes_down_True_mab_virus_PGDM1400|TRO.11,6.66771788015437e-06,
L_goes_down_True_mab_virus_PGT121|1176,1.73181756670857e-06,
L_goes_down_True_mab_virus_PGT121|1798,4.55311975284708e-09,
L_goes_down_True_mab_virus_PGT121|2944,9.32286936462178e-08,
L_goes_down_True_mab_virus_PGT121|2946,0.000262086009872668,
L_goes_down_True_mab_virus_PGT121|3430,2.62559782781291e-07,
L_goes_down_True_mab_virus_PGT121|4166,3.90514844326583e-08,
L_goes_down_True_mab_virus_PGT121|4168,1.30152966229667e-05,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,2.71601685263131e-09,
L_goes_down_True_mab_virus_PGT121|PVO.4,5.53406259815212e-07,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,2.52659097305084e-07,
L_goes_down_True_mab_virus_PGT121|TRO.11,7.314785954192e-08,
L_goes_down_True_mab_virus_VRC07-523LS|1176,2.59537344419554e-06,
L_goes_down_True_mab_virus_VRC07-523LS|1798,6.75882090727915e-09,
L_goes_down_True_mab_virus_VRC07-523LS|2944,6.82138791859969e-07,
L_goes_down_True_mab_virus_VRC07-523LS|2946,5.08389676313693e-06,
L_goes_down_True_mab_virus_VRC07-523LS|3430,2.26747120064469e-08,
L_goes_down_True_mab_virus_VRC07-523LS|4166,3.2955814296502e-09,
L_goes_down_True_mab_virus_VRC07-523LS|4168,3.90676977211756e-08,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,7.26308890653762e-08,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,5.00340752221645e-09,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,3.4963642443245e-09,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,9.0170342948276e-09,
L_goes_down_True_mab_virus_nan|1176,1.58632964926987e-09,
L_goes_down_True_mab_virus_nan|1798,3.63852226890751e-09,
L_goes_down_True_mab_virus_nan|2944,1.69342005373211e-09,
L_goes_down_True_mab_virus_nan|2946,8.55804353393923e-09,
L_goes_down_True_mab_virus_nan|3430,6.01030950066714e-09,
L_goes_down_True_mab_virus_nan|4166,9.76851878675149e-10,
L_goes_down_True_mab_virus_nan|4168,1.43921993027101e-08,
L_goes_down_True_mab_virus_nan|Ce1176_A3,1.5239009433089e-08,
L_goes_down_True_mab_virus_nan|PVO.4,1.08452893417262e-08,
L_goes_down_True_mab_virus_nan|RHPA4259.7,2.02069248000856e-09,
L_goes_down_True_mab_virus_nan|TRO.11,1.79533088567084e-09,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.767292914910925,
m_goes_down_False_mab_virus_PGDM1400|1176,1.03642240746993,
m_goes_down_False_mab_virus_PGDM1400|1798,0.767292915956489,
m_goes_down_False_mab_virus_PGDM1400|2944,0.767292436983357,
m_goes_down_False_mab_virus_PGDM1400|2946,0.515928573198837,
m_goes_down_False_mab_virus_PGDM1400|3430,0.767292752579892,
m_goes_down_False_mab_virus_PGDM1400|4166,1.71119108443895,
m_goes_down_False_mab_virus_PGDM1400|4168,0.286673193609936,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.368215831904757,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.767290551671801,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1.03858029198194,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.853479402809689,
m_goes_down_False_mab_virus_PGT121|1176,0.767293002389714,
m_goes_down_False_mab_virus_PGT121|1798,0.767292757702733,
m_goes_down_False_mab_virus_PGT121|2944,0.767292890500604,
m_goes_down_False_mab_virus_PGT121|2946,0.767292874541361,
m_goes_down_False_mab_virus_PGT121|3430,0.767292810132036,
m_goes_down_False_mab_virus_PGT121|4166,33.2533349007889,
m_goes_down_False_mab_virus_PGT121|4168,0.673378189078753,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,23.9530871416744,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.767292801763559,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.767292817767195,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.767292479144198,
m_goes_down_False_mab_virus_VRC07-523LS|1176,1.17518054334427,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.767292777417478,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.767292871885597,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.986380342382516,
m_goes_down_False_mab_virus_VRC07-523LS|3430,4.08367577162107,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.767292703028953,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.767292875022972,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.767292884927592,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,2.28827909398877,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.767292913211534,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,2.5951645842765,
m_goes_down_False_mab_virus_nan|1176,0.767292958256282,
m_goes_down_False_mab_virus_nan|1798,0.7672929111079,
m_goes_down_False_mab_virus_nan|2944,0.767480612246286,
m_goes_down_False_mab_virus_nan|2946,0.767293723229701,
m_goes_down_False_mab_virus_nan|3430,0.767292847260069,
m_goes_down_False_mab_virus_nan|4166,0.767293244476374,
m_goes_down_False_mab_virus_nan|4168,0.767293029074039,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.767292974800349,
m_goes_down_False_mab_virus_nan|PVO.4,0.767294428025211,
m_goes_down_False_mab_virus_nan|RHPA4259.7,0.767289297244305,
m_goes_down_False_mab_virus_nan|TRO.11,0.767292922029338,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.767293001615775,
m_goes_down_True_mab_virus_PGDM1400|1176,1.03642252458667,
m_goes_down_True_mab_virus_PGDM1400|1798,0.767293002661339,
m_goes_down_True_mab_virus_PGDM1400|2944,0.767292523688153,
m_goes_down_True_mab_virus_PGDM1400|2946,0.515928631499271,
m_goes_down_True_mab_virus_PGDM1400|3430,0.767292839284723,
m_goes_down_True_mab_virus_PGDM1400|4166,1.71119127780521,
m_goes_down_True_mab_virus_PGDM1400|4168,0.286673226004287,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.368215873513506,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,0.767290638376384,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.03858040934253,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,0.853479499253697,
m_goes_down_True_mab_virus_PGT121|1176,0.767293089094573,
m_goes_down_True_mab_virus_PGT121|1798,0.767292844407566,
m_goes_down_True_mab_virus_PGT121|2944,0.767292977205451,
m_goes_down_True_mab_virus_PGT121|2946,0.767292961246207,
m_goes_down_True_mab_virus_PGT121|3430,0.767292896836874,
m_goes_down_True_mab_virus_PGT121|4166,33.2533386584483,
m_goes_down_True_mab_virus_PGT121|4168,0.673378265171147,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,23.9530898483967,
m_goes_down_True_mab_virus_PGT121|PVO.4,0.767292888468396,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,0.767292904472034,
m_goes_down_True_mab_virus_PGT121|TRO.11,0.767292565848999,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.17518067614082,
m_goes_down_True_mab_virus_VRC07-523LS|1798,0.767292864122313,
m_goes_down_True_mab_virus_VRC07-523LS|2944,0.767292958590442,
m_goes_down_True_mab_virus_VRC07-523LS|2946,0.98638045384446,
m_goes_down_True_mab_virus_VRC07-523LS|3430,4.08367623308043,
m_goes_down_True_mab_virus_VRC07-523LS|4166,0.767292789733779,
m_goes_down_True_mab_virus_VRC07-523LS|4168,0.767292961727817,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,0.767292971632439,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,2.28827935256655,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,0.767292999916384,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,2.59516487753264,
m_goes_down_True_mab_virus_nan|1176,0.767293044961137,
m_goes_down_True_mab_virus_nan|1798,0.76729299781275,
m_goes_down_True_mab_virus_nan|2944,0.767480698972346,
m_goes_down_True_mab_virus_nan|2946,0.767293809934642,
m_goes_down_True_mab_virus_nan|3430,0.767292933964911,
m_goes_down_True_mab_virus_nan|4166,0.767293331181262,
m_goes_down_True_mab_virus_nan|4168,0.767293115778902,
m_goes_down_True_mab_virus_nan|Ce1176_A3,0.767293061505205,
m_goes_down_True_mab_virus_nan|PVO.4,0.767294514730232,
m_goes_down_True_mab_virus_nan|RHPA4259.7,0.767289383948746,
m_goes_down_True_mab_virus_nan|TRO.11,0.767293008734189,
e_goes_down_False,5.07502109958893,
e_goes_down_True,5.07504484495501,
alpha_run_id_1200432,0.309197312893159,
alpha_run_id_1313842,0.168612235073967,
alpha_run_id_1313860,0.160811592159356,
alpha_run_id_1313884,0.121359509818882,
alpha_run_id_1313920,0.12592266926324,
alpha_run_id_1313938,0.26214082132114,
alpha_run_id_1313956,0.309197348306201,
alpha_run_id_1313974,0.00722860944658587,
alpha_run_id_1313992,0.344775744209395,
alpha_run_id_1314016,0.309197133067521,
alpha_run_id_1314040,0.309197307938306,
alpha_run_id_1314058,0.309197274464639,
alpha_run_id_1342240,0.309197395981379,
alpha_run_id_1342258,0.309204796334527,
alpha_run_id_1342276,0.309198469866902,
alpha_run_id_1342294,0.389123458245954,
alpha_run_id_1342312,0.388931075443641,
alpha_run_id_1342336,0.309202367964665,
alpha_run_id_1342348,0.417095359181205,
alpha_run_id_1342372,0.386210315792483,
alpha_run_id_1342384,0.309197345644759,
alpha_run_id_1342396,0.309196712936651,
alpha_run_id_1342408,0.325621358278799,
k_run_id_1200432,8.00221472160065e-09,
k_run_id_1313842,8.00215684881473e-09,
k_run_id_1313860,8.00333398324842e-09,
k_run_id_1313884,8.00193283287138e-09,
k_run_id_1313920,8.00222215757735e-09,
k_run_id_1313938,8.00230127006938e-09,
k_run_id_1313956,8.00225286891796e-09,
k_run_id_1313974,8.00216092931914e-09,
k_run_id_1313992,8.00214420784835e-09,
k_run_id_1314016,8.00220758505215e-09,
k_run_id_1314040,8.00220479723467e-09,
k_run_id_1314058,8.00220350521666e-09,
k_run_id_1342240,8.00217750610921e-09,
k_run_id_1342258,8.00227308620703e-09,
k_run_id_1342276,8.00203567329488e-09,
k_run_id_1342294,8.00173632475125e-09,
k_run_id_1342312,8.00220460644802e-09,
k_run_id_1342336,8.00221108835987e-09,
k_run_id_1342348,8.00216469535481e-09,
k_run_id_1342372,8.00228375531852e-09,
k_run_id_1342384,8.00192339558398e-09,
k_run_id_1342396,8.00221606113884e-09,
k_run_id_1342408,8.00221174665665e-09,
omega_L,3.66188098304487e-08,3.65002414998886e-06
a,0.00204966858502976,
b,0.558496305700947,
