id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,1.01529e-06,0.559667,5.60147,0.0112347,3.01612e-08,1,7.63444e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,1.20446e-06,0.656204,5.60147,0.0112347,3.01612e-08,1,7.63444e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,5.34692e-07,0.630597,5.60147,0.0112347,3.01612e-08,1,7.63445e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,8.71949e-07,0.561792,5.60147,0.0112347,3.01612e-08,1,7.63444e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,4.90399e-07,0.462429,5.60147,0.0112347,3.01612e-08,1,7.63444e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,7.47327e-07,0.522887,5.60147,0.0112347,3.01612e-08,1,7.63444e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,8.70522e-07,0.451638,5.60147,0.0112347,3.01612e-08,1,7.63445e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,1.01129e-06,0.343039,5.60147,0.0112347,3.01612e-08,1,7.63444e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,1.50467e-06,1.14019,5.60003,0.0112347,3.01612e-08,1,1.31389e-07,1.19921,5.59835,0.0092952,2.95261e-08,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,1.11226e-05,0.961921,5.60003,0.0112347,3.01612e-08,1,1.31396e-07,1.01937,5.59835,0.0092952,2.95261e-08,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,2.86229e-06,1.09768,5.60003,0.0112347,3.01612e-08,1,1.31391e-07,1.15553,5.59835,0.0092952,2.95261e-08,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,1.24057e-06,0.42898,5.60003,0.0112347,3.01612e-08,1,1.31419e-07,0.487208,5.59835,0.0092952,2.95261e-08,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,8.26985e-07,0.409296,5.60003,0.0112347,3.01612e-08,1,1.31419e-07,0.515833,5.59835,0.0092952,2.95261e-08,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,2.08045e-06,0.54151,5.60003,0.0112347,3.01612e-08,1,1.31419e-07,0.551109,5.59835,0.0092952,2.95261e-08,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,3.46694e-06,0.498464,5.60003,0.0112347,3.01612e-08,1,1.31418e-07,0.518486,5.59835,0.0092952,2.95261e-08,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,1.897e-05,0.94268,5.60003,0.0112347,3.01612e-08,1,1.31414e-07,1.04325,5.59835,0.0092952,2.95261e-08,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,1,7.12895e-07,0.997567,5.60003,0.0112347,3.01612e-08,1,1.31414e-07,1.09631,5.59835,0.0092952,2.95261e-08,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,1,1.74254e-06,1.19959,5.60003,0.0112347,3.01612e-08,1,1.31387e-07,1.21138,5.59835,0.0092952,2.95261e-08,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,7.47762e-07,0.445026,5.60147,0.0112347,3.01612e-08,1,7.63445e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,7.34206e-07,0.605254,5.60147,0.0112347,3.01612e-08,1,7.63444e-08,0.232409,5.5998,0.0092952,2.95261e-08,False,nan|2946,1313842
