"importanceSampling.OFV","importanceSampling.AIC","importanceSampling.BIC","importanceSampling.BICc","importanceSampling.chosenDegree","importanceSampling.standardError"
-11088.2269375126,-10844.2269375126,-10308.2088655306,-10240.2837795514,5,0.29440946359284
