id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,5.16059e-15,0.322171,18.2117,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,5.16059e-15,0.322171,140.481,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,5.16059e-15,0.322171,55.9298,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,5.16059e-15,0.322171,24.778,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,5.16059e-15,0.322171,19.7773,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,5.16059e-15,0.322171,49.8934,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,5.16059e-15,0.322171,40.0479,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,5.16059e-15,0.322171,70.8275,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,5.16059e-15,1.24847,3.41115,0.136352,4.18575e-16,1,5.00095e-15,1.24847,3.42097,0.135009,4.05357e-16,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,5.16059e-15,1.54763,1.79303,0.136352,4.18575e-16,1,5.00095e-15,1.54763,1.85719,0.135009,4.05357e-16,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,5.16059e-15,1.54763,2.39892,0.136352,4.18575e-16,1,5.00095e-15,1.54763,2.41017,0.135009,4.05357e-16,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,5.16059e-15,0.807486,1.01211,0.136352,4.18575e-16,1,5.00095e-15,0.807486,1.0704,0.135009,4.05357e-16,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,5.16059e-15,0.807486,1.16273,0.136352,4.18575e-16,1,5.00095e-15,0.807486,1.2307,0.135009,4.05357e-16,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,5.16059e-15,0.807486,0.947987,0.136352,4.18575e-16,1,5.00095e-15,0.807486,0.987456,0.135009,4.05357e-16,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,5.16059e-15,0.807486,0.797315,0.136352,4.18575e-16,1,5.00095e-15,0.807486,0.861185,0.135009,4.05357e-16,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,5.16059e-15,1.24847,2.68459,0.136352,4.18575e-16,1,5.00095e-15,1.24847,2.79349,0.135009,4.05357e-16,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,1,5.16059e-15,1.24847,2.99125,0.136352,4.18575e-16,1,5.00095e-15,1.24847,3.00999,0.135009,4.05357e-16,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,1,5.16059e-15,1.24847,3.38508,0.136352,4.18575e-16,1,5.00095e-15,1.24847,3.39282,0.135009,4.05357e-16,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,5.16059e-15,0.322171,24.7048,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,5.16059e-15,0.322171,27.2766,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,5.16059e-15,0.322171,110.449,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,5.16059e-15,0.322171,23.8306,0.136352,4.18575e-16,1,5.00095e-15,0.322171,1,0.135009,4.05357e-16,False,nan|2946,1313842
