"importanceSampling.OFV","importanceSampling.AIC","importanceSampling.BIC","importanceSampling.BICc","importanceSampling.chosenDegree","importanceSampling.standardError"
-9003.44850097883,-8891.44850097883,-8645.4074187576,-8577.48233277839,5,0.581109927986809
