rep,id,U,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,1.04999e-05,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,68.7249,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.0436587,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,4.24036,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.00324041,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.676893,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.233288,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,8.50355,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.0133954,2.61468,0.254778,40.409,0.322119,0.240042,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.0180397,2.70133,0.254781,40.409,0.322119,0.240042,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.00669136,2.70133,0.254781,40.409,0.322119,0.240042,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.315029,4.9991,0.254742,40.409,0.322119,0.240042,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.109639,4.9991,0.254742,40.409,0.322119,0.240042,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.123209,4.9991,0.254742,40.409,0.322119,0.240042,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.178313,4.9991,0.254742,40.409,0.322119,0.240042,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.0234966,2.61468,0.254778,40.409,0.322119,0.240042,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|8|nan|2946,1,0.0145362,2.61468,0.254778,40.409,0.322119,0.240042,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|9|nan|2946,1,0.00720607,2.61468,0.254778,40.409,0.322119,0.240042,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,57252.3,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,0.0113799,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,0.219975,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,4.43394e-05,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,2.29849,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|6|2|nan|2946,1,0.00861882,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|7|2|nan|2946,1,0.690882,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1,20.9998,1.8712,0.254802,40.4093,0.322119,0.240042,False,nan|2946,1313842
1,130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,1,442.613,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,1,0.00227532,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,1,16427.9,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,1,1.07115,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,1,0.00889331,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|6|1|PVO.4|5024,1,0.0736199,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|7|1|PVO.4|5024,1,103.571,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|8|1|PVO.4|5024,1,6.10851,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|10|PVO.4|5024,1,0.0250296,1.32039,0.254663,40.409,0.322323,0.239705,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|11|PVO.4|5024,1,0.00429546,1.53623,0.22137,40.409,0.322323,0.239705,True,VRC07-523LS|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|12|PVO.4|5024,1,0.00153475,1.53623,0.22137,40.409,0.322323,0.239705,True,VRC07-523LS|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|3|PVO.4|5024,1,0.192285,4.75908,0.254815,40.4092,0.322323,0.239705,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|4|PVO.4|5024,1,0.11918,4.75908,0.254815,40.4092,0.322323,0.239705,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|5|PVO.4|5024,1,0.0314824,4.75908,0.254815,40.4092,0.322323,0.239705,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|6|PVO.4|5024,1,0.0183469,4.75908,0.254815,40.4092,0.322323,0.239705,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|7|PVO.4|5024,1,0.0437615,1.32039,0.254663,40.409,0.322323,0.239705,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|8|PVO.4|5024,1,0.0374385,1.32039,0.254663,40.409,0.322323,0.239705,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|9|PVO.4|5024,1,0.0203065,1.32039,0.254663,40.409,0.322323,0.239705,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|1|2|PVO.4|5024,1,0.00458867,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|2|2|PVO.4|5024,1,0.000183817,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|3|2|PVO.4|5024,1,267273,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|4|2|PVO.4|5024,1,0.072556,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|5|2|PVO.4|5024,1,1.12278,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|6|2|PVO.4|5024,1,6.07599,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|7|2|PVO.4|5024,1,2.69836e-06,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|8|2|PVO.4|5024,1,0.000450892,1.08217,0.254801,40.4093,0.322323,0.239705,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313884|cc|1|1|nan|4168,1,654.408,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|2|1|nan|4168,1,0.002933,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|3|1|nan|4168,1,0.00490388,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|4|1|nan|4168,1,5275.69,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|5|1|nan|4168,1,10.3295,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|6|1|nan|4168,1,8.19303e-06,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|7|1|nan|4168,1,0.000258811,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|8|1|nan|4168,1,0.00253093,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|sample|10|nan|4168,1,0.12026,1.09619,0.254456,40.409,0.322313,0.240072,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|sample|11|nan|4168,1,0.0122091,2.19316,0.254716,40.409,0.322313,0.240072,True,VRC07-523LS|4168,1313884
1,130_bNAb_Combinations|1313884|sample|12|nan|4168,1,0.00712976,2.19316,0.254716,40.409,0.322313,0.240072,True,VRC07-523LS|4168,1313884
1,130_bNAb_Combinations|1313884|sample|3|nan|4168,1,0.362758,7.05394,0.254665,40.409,0.322313,0.240072,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|4|nan|4168,1,0.623556,7.05394,0.254665,40.409,0.322313,0.240072,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|5|nan|4168,1,0.196989,7.05394,0.254665,40.409,0.322313,0.240072,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|6|nan|4168,1,0.304332,7.05394,0.254665,40.409,0.322313,0.240072,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|7|nan|4168,1,0.200522,1.09619,0.254456,40.409,0.322313,0.240072,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|sample|8|nan|4168,1,0.141477,1.09619,0.254456,40.409,0.322313,0.240072,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|sample|9|nan|4168,1,0.167605,1.09619,0.254456,40.409,0.322313,0.240072,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|vc|1|2|nan|4168,1,32.9674,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|2|2|nan|4168,1,551.501,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|3|2|nan|4168,1,23516,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|4|2|nan|4168,1,129.231,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|5|2|nan|4168,1,48.0492,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|6|2|nan|4168,1,0.814903,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|7|2|nan|4168,1,0.304112,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|8|2|nan|4168,1,25.5124,1.11086,0.254801,40.4093,0.322313,0.240072,False,nan|4168,1313884
1,130_bNAb_Combinations|1313920|cc|1|1|nan|1798,1,1.51062,1.3003,0.2548,40.4093,0.322167,0.239805,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|2|1|nan|1798,1,142.255,1.3003,0.2548,40.4093,0.322167,0.239805,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|3|1|nan|1798,1,215.341,1.3003,0.2548,40.4093,0.322167,0.239805,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|4|1|nan|1798,1,3.26818e-06,1.3003,0.2548,40.4093,0.322167,0.239805,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|5|1|nan|1798,1,0.00342127,1.3003,0.2548,40.4093,0.322167,0.239805,False,nan|1798,1313920
