"importanceSampling.OFV","importanceSampling.AIC","importanceSampling.BIC","importanceSampling.BICc","importanceSampling.chosenDegree","importanceSampling.standardError"
-8225.66657893549,-8115.66657893549,-7874.01908746821,-7804.78774983555,5,0.122093493861945
