id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.00352366,0.655721,0.0360926,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.00352366,0.655721,0.0455674,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.00352366,0.655721,0.129395,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.00352366,0.655721,0.211974,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.00352366,0.655721,0.0610692,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.00352366,0.655721,0.0535142,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.00352366,0.655721,0.0345857,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.00352366,0.655721,0.0258693,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.00352471,0.655761,0.00649618,41.0159,0.247807,0.404615,1,0.00354759,0.656363,0.00709753,41.5089,0.249544,0.407459,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.00352514,0.655761,0.00556527,41.0159,0.247807,0.404615,1,0.00354804,0.656363,0.0054823,41.5089,0.249544,0.407459,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.00352514,0.655761,0.00666468,41.0159,0.247807,0.404615,1,0.00354804,0.656363,0.00683971,41.5089,0.249544,0.407459,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.00352458,0.655761,0.00168297,41.0159,0.247807,0.404615,1,0.00354747,0.656363,0.00171777,41.5089,0.249544,0.407459,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.00352458,0.655761,0.00170487,41.0159,0.247807,0.404615,1,0.00354747,0.656363,0.00185931,41.5089,0.249544,0.407459,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.00352458,0.655761,0.000439407,41.0159,0.247807,0.404615,1,0.00354747,0.656363,0.000435992,41.5089,0.249544,0.407459,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.00352458,0.655761,0.000477777,41.0159,0.247807,0.404615,1,0.00354747,0.656363,0.000480309,41.5089,0.249544,0.407459,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.00352471,0.655761,0.00626695,41.0159,0.247807,0.404615,1,0.00354759,0.656363,0.00626707,41.5089,0.249544,0.407459,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,1,0.00352471,0.655761,0.00680316,41.0159,0.247807,0.404615,1,0.00354759,0.656363,0.00628902,41.5089,0.249544,0.407459,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,1,0.00352471,0.655761,0.00789364,41.0159,0.247807,0.404615,1,0.00354759,0.656363,0.00755575,41.5089,0.249544,0.407459,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,0.00352366,0.655721,0.0568479,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,0.00352366,0.655721,0.0582369,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,0.00352366,0.655721,0.0442571,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,0.00352366,0.655721,0.0363943,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,0.00352366,0.655721,0.0266802,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|6|2|nan|2946,1,0.00352366,0.655721,0.0249181,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|7|2|nan|2946,1,0.00352366,0.655721,0.0224777,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1,0.00352366,0.655721,0.0577934,41.0161,0.247807,0.404615,1,0.00354654,0.656324,0.00495861,41.5091,0.249544,0.407459,False,nan|2946,1313842
130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,1,0.00352333,0.655721,0.0468249,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,1,0.00352333,0.655721,0.0260046,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,1,0.00352333,0.655721,0.0278412,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,1,0.00352333,0.655721,0.022554,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,1,0.00352333,0.655721,0.0373036,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|6|1|PVO.4|5024,1,0.00352333,0.655721,0.0813092,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|7|1|PVO.4|5024,1,0.00352333,0.655721,0.0347605,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|8|1|PVO.4|5024,1,0.00352333,0.655721,0.0554743,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|10|PVO.4|5024,1,0.00352181,0.655761,0.0205719,41.0159,0.180374,0.404675,1,0.00354469,0.656363,0.0199747,41.5089,0.186415,0.407517,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|11|PVO.4|5024,1,0.00352509,0.655761,0.0245003,41.0159,0.180374,0.404675,1,0.00354798,0.656363,0.0260016,41.5089,0.186415,0.407517,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|12|PVO.4|5024,1,0.00352509,0.655761,0.02696,41.0159,0.180374,0.404675,1,0.00354798,0.656363,0.0284999,41.5089,0.186415,0.407517,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|3|PVO.4|5024,1,0.00352536,0.655761,0.00246429,41.0159,0.180374,0.404675,1,0.00354823,0.656363,0.00243886,41.5089,0.186415,0.407517,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|4|PVO.4|5024,1,0.00352536,0.655761,0.00228164,41.0159,0.180374,0.404675,1,0.00354823,0.656363,0.0023783,41.5089,0.186415,0.407517,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|5|PVO.4|5024,1,0.00352536,0.655761,0.00244735,41.0159,0.180374,0.404675,1,0.00354823,0.656363,0.00227522,41.5089,0.186415,0.407517,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|6|PVO.4|5024,1,0.00352536,0.655761,0.00270833,41.0159,0.180374,0.404675,1,0.00354823,0.656363,0.00268323,41.5089,0.186415,0.407517,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|7|PVO.4|5024,1,0.00352181,0.655761,0.0191072,41.0159,0.180374,0.404675,1,0.00354469,0.656363,0.0193562,41.5089,0.186415,0.407517,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|8|PVO.4|5024,1,0.00352181,0.655761,0.0201809,41.0159,0.180374,0.404675,1,0.00354469,0.656363,0.0196421,41.5089,0.186415,0.407517,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|9|PVO.4|5024,1,0.00352181,0.655761,0.0212697,41.0159,0.180374,0.404675,1,0.00354469,0.656363,0.020589,41.5089,0.186415,0.407517,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|1|2|PVO.4|5024,1,0.00352333,0.655721,0.0418509,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|2|2|PVO.4|5024,1,0.00352333,0.655721,0.0375345,41.0161,0.180374,0.404675,1,0.0035462,0.656324,0.00495861,41.5091,0.186415,0.407517,False,nan|PVO.4,1313860
