parameter,value,CV
L_goes_down_False,1,
L_goes_down_True,1,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.1678181053798,
m_goes_down_False_mab_virus_PGDM1400|1176,0.891987381944765,
m_goes_down_False_mab_virus_PGDM1400|1798,1.06204882608137,
m_goes_down_False_mab_virus_PGDM1400|2944,0.908347685601054,
m_goes_down_False_mab_virus_PGDM1400|2946,3.5083777969477,
m_goes_down_False_mab_virus_PGDM1400|3430,1.12658239976993,
m_goes_down_False_mab_virus_PGDM1400|4166,-2.0099219513157,
m_goes_down_False_mab_virus_PGDM1400|4168,-1.165298775754,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.909283408374965,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,1.18477581665341,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1.19400862383959,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,1.07750185096525,
m_goes_down_False_mab_virus_PGT121|1176,1.86153147965054,
m_goes_down_False_mab_virus_PGT121|1798,1.1986872857493,
m_goes_down_False_mab_virus_PGT121|2944,1.15522932115826,
m_goes_down_False_mab_virus_PGT121|2946,1.1132962701844,
m_goes_down_False_mab_virus_PGT121|3430,0.968303763693867,
m_goes_down_False_mab_virus_PGT121|4166,1.25116769828878,
m_goes_down_False_mab_virus_PGT121|4168,1.06716655646726,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,1.17146115015688,
m_goes_down_False_mab_virus_PGT121|PVO.4,1.20230965578629,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,1.15773596420405,
m_goes_down_False_mab_virus_PGT121|TRO.11,1.19030651369919,
m_goes_down_False_mab_virus_VRC07-523LS|1176,1.1489409330485,
m_goes_down_False_mab_virus_VRC07-523LS|1798,1.33393176135412,
m_goes_down_False_mab_virus_VRC07-523LS|2944,1.08449386793509,
m_goes_down_False_mab_virus_VRC07-523LS|2946,1.24201798347606,
m_goes_down_False_mab_virus_VRC07-523LS|3430,1.16861187630132,
m_goes_down_False_mab_virus_VRC07-523LS|4166,1.1351404250517,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.952163332330763,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,2.44623625191916,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,1.21525030973436,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,-0.801535965932732,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,1.30626774883584,
m_goes_down_False_mab_virus_nan|1176,1.61172234494685,
m_goes_down_False_mab_virus_nan|1798,0.937818512924799,
m_goes_down_False_mab_virus_nan|2944,0.844773082970557,
m_goes_down_False_mab_virus_nan|2946,0.94022064834145,
m_goes_down_False_mab_virus_nan|3430,0.97356096532669,
m_goes_down_False_mab_virus_nan|4166,1.40145693836292,
m_goes_down_False_mab_virus_nan|4168,1.19744054204842,
m_goes_down_False_mab_virus_nan|Ce1176_A3,1.23450126271724,
m_goes_down_False_mab_virus_nan|PVO.4,1.71281762796382,
m_goes_down_False_mab_virus_nan|RHPA4259.7,1.32126926139802,
m_goes_down_False_mab_virus_nan|TRO.11,2.22548395954823,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.780570223387985,
m_goes_down_True_mab_virus_PGDM1400|1176,0.504739499952949,
m_goes_down_True_mab_virus_PGDM1400|1798,0.674800944089551,
m_goes_down_True_mab_virus_PGDM1400|2944,0.521099803609238,
m_goes_down_True_mab_virus_PGDM1400|2946,3.12112991495588,
m_goes_down_True_mab_virus_PGDM1400|3430,0.739334517778109,
m_goes_down_True_mab_virus_PGDM1400|4166,-2.39716983330752,
m_goes_down_True_mab_virus_PGDM1400|4168,-1.55254665774582,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.522035526383149,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,0.797527934661595,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,0.806760741847776,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,0.690253968973436,
m_goes_down_True_mab_virus_PGT121|1176,1.47428359765872,
m_goes_down_True_mab_virus_PGT121|1798,0.811439403757487,
m_goes_down_True_mab_virus_PGT121|2944,0.767981439166447,
m_goes_down_True_mab_virus_PGT121|2946,0.72604838819258,
m_goes_down_True_mab_virus_PGT121|3430,0.58105588170205,
m_goes_down_True_mab_virus_PGT121|4166,0.863919816296959,
m_goes_down_True_mab_virus_PGT121|4168,0.679918674475444,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,0.784213268165068,
m_goes_down_True_mab_virus_PGT121|PVO.4,0.81506177379447,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,0.770488082212231,
m_goes_down_True_mab_virus_PGT121|TRO.11,0.803058631707377,
m_goes_down_True_mab_virus_VRC07-523LS|1176,0.761693051056685,
m_goes_down_True_mab_virus_VRC07-523LS|1798,0.946683879362308,
m_goes_down_True_mab_virus_VRC07-523LS|2944,0.697245985943276,
m_goes_down_True_mab_virus_VRC07-523LS|2946,0.854770101484239,
m_goes_down_True_mab_virus_VRC07-523LS|3430,0.781363994309507,
m_goes_down_True_mab_virus_VRC07-523LS|4166,0.747892543059887,
m_goes_down_True_mab_virus_VRC07-523LS|4168,0.564915450338947,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,2.05898836992735,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,0.828002427742542,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,-1.18878384792455,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,0.919019866844027,
m_goes_down_True_mab_virus_nan|1176,1.22447446295504,
m_goes_down_True_mab_virus_nan|1798,0.550570630932983,
m_goes_down_True_mab_virus_nan|2944,0.457525200978741,
m_goes_down_True_mab_virus_nan|2946,0.552972766349634,
m_goes_down_True_mab_virus_nan|3430,0.586313083334874,
m_goes_down_True_mab_virus_nan|4166,1.0142090563711,
m_goes_down_True_mab_virus_nan|4168,0.810192660056602,
m_goes_down_True_mab_virus_nan|Ce1176_A3,0.847253380725421,
m_goes_down_True_mab_virus_nan|PVO.4,1.325569745972,
m_goes_down_True_mab_virus_nan|RHPA4259.7,0.934021379406201,
m_goes_down_True_mab_virus_nan|TRO.11,1.83823607755641,
e_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.0182305343265133,
e_goes_down_False_mab_virus_PGDM1400|1176,0.0762361572915004,
e_goes_down_False_mab_virus_PGDM1400|1798,0.0293807478191904,
e_goes_down_False_mab_virus_PGDM1400|2944,1.7236441285012,
e_goes_down_False_mab_virus_PGDM1400|2946,0.0855953805534547,
e_goes_down_False_mab_virus_PGDM1400|3430,2.81405190040466,
e_goes_down_False_mab_virus_PGDM1400|4166,0.000295459344214488,
e_goes_down_False_mab_virus_PGDM1400|4168,0.00165667966362821,
e_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.00279358611206147,
e_goes_down_False_mab_virus_PGDM1400|PVO.4,0.00574646158549407,
e_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.0368436640613897,
e_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0248098706223652,
e_goes_down_False_mab_virus_PGT121|1176,0.0507371581175031,
e_goes_down_False_mab_virus_PGT121|1798,0.192611552822966,
e_goes_down_False_mab_virus_PGT121|2944,0.539286007527934,
e_goes_down_False_mab_virus_PGT121|2946,0.021682133847802,
e_goes_down_False_mab_virus_PGT121|3430,0.0684071167590859,
e_goes_down_False_mab_virus_PGT121|4166,0.742462385536177,
e_goes_down_False_mab_virus_PGT121|4168,0.0780204412042698,
e_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.348468472621075,
e_goes_down_False_mab_virus_PGT121|PVO.4,0.0901412352990175,
e_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.378873160648067,
e_goes_down_False_mab_virus_PGT121|TRO.11,0.393672822428876,
e_goes_down_False_mab_virus_VRC07-523LS|1176,0.171180356396112,
e_goes_down_False_mab_virus_VRC07-523LS|1798,0.0426145983335309,
e_goes_down_False_mab_virus_VRC07-523LS|2944,0.0518193203974677,
e_goes_down_False_mab_virus_VRC07-523LS|2946,0.0268973627570496,
e_goes_down_False_mab_virus_VRC07-523LS|3430,0.196308507900039,
e_goes_down_False_mab_virus_VRC07-523LS|4166,0.399418998161361,
e_goes_down_False_mab_virus_VRC07-523LS|4168,0.0303645314989657,
