rep,id,U,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,5.1687e-07,0.599465,1.22549,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,5.1687e-07,0.599465,0.149166,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,5.1687e-07,0.599465,7.95832,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,5.1687e-07,0.599465,0.997796,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,5.1687e-07,0.599465,0.160469,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,5.1687e-07,0.599465,0.400966,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,5.1687e-07,0.599465,0.558832,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,5.1687e-07,0.599465,33.6979,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|sample|10|nan|2946,1,3.81396e-07,1.37994,3.26283,0.296836,0.265584,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|11|nan|2946,1,6.57016e-05,1.51403,1.85229,0.296836,0.265584,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|12|nan|2946,1,6.57016e-05,1.51403,2.46707,0.296836,0.265584,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|3|nan|2946,1,2.52004e-06,25.193,0.211594,0.296836,0.265584,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|4|nan|2946,1,2.52004e-06,25.193,0.214203,0.296836,0.265584,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|5|nan|2946,1,2.52004e-06,25.193,0.0231276,0.296836,0.265584,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|6|nan|2946,1,2.52004e-06,25.193,0.0231352,0.296836,0.265584,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|7|nan|2946,1,3.81396e-07,1.37994,2.48496,0.296836,0.265584,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|8|nan|2946,1,3.81396e-07,1.37994,2.67916,0.296836,0.265584,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|9|nan|2946,1,3.81396e-07,1.37994,3.23695,0.296836,0.265584,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,5.1687e-07,0.599465,0.75574,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,5.1687e-07,0.599465,0.643822,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,5.1687e-07,0.599465,1367.58,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,5.1687e-07,0.599465,0.764334,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,5.1687e-07,0.599465,0.551827,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|6|2|nan|2946,1,5.1687e-07,0.599465,1.70456,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|7|2|nan|2946,1,5.1687e-07,0.599465,0.000906763,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1,5.1687e-07,0.599465,0.142292,0.296836,0.265584,False,nan|2946,1313842
1,130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,1,2.00235e-06,0.864652,54.1625,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,1,2.00235e-06,0.864652,0.450564,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,1,2.00235e-06,0.864652,103.265,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,1,2.00235e-06,0.864652,0.49863,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,1,2.00235e-06,0.864652,36.5023,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|6|1|PVO.4|5024,1,2.00235e-06,0.864652,0.609826,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|7|1|PVO.4|5024,1,2.00235e-06,0.864652,0.284158,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|8|1|PVO.4|5024,1,2.00235e-06,0.864652,0.000583548,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|10|PVO.4|5024,1,1.21881e-05,1.48748,8.25287,0.296836,0.338518,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|11|PVO.4|5024,1,8.67119e-07,1.80214,7.68866,0.296836,0.338518,True,VRC07-523LS|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|12|PVO.4|5024,1,8.67119e-07,1.80214,7.28457,0.296836,0.338518,True,VRC07-523LS|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|3|PVO.4|5024,1,2.11191e-06,1.33172,0.798782,0.296836,0.338518,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|4|PVO.4|5024,1,2.11191e-06,1.33172,0.941367,0.296836,0.338518,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|5|PVO.4|5024,1,2.11191e-06,1.33172,0.963768,0.296836,0.338518,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|6|PVO.4|5024,1,2.11191e-06,1.33172,1.21704,0.296836,0.338518,True,PGDM1400|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|7|PVO.4|5024,1,1.21881e-05,1.48748,8.10141,0.296836,0.338518,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|8|PVO.4|5024,1,1.21881e-05,1.48748,7.51951,0.296836,0.338518,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|sample|9|PVO.4|5024,1,1.21881e-05,1.48748,8.35794,0.296836,0.338518,True,PGT121|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|1|2|PVO.4|5024,1,2.00235e-06,0.864652,0.0216646,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|2|2|PVO.4|5024,1,2.00235e-06,0.864652,1.54945,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|3|2|PVO.4|5024,1,2.00235e-06,0.864652,0.101667,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|4|2|PVO.4|5024,1,2.00235e-06,0.864652,4.00928,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|5|2|PVO.4|5024,1,2.00235e-06,0.864652,0.987451,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|6|2|PVO.4|5024,1,2.00235e-06,0.864652,0.0167991,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|7|2|PVO.4|5024,1,2.00235e-06,0.864652,0.00542904,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|vc|8|2|PVO.4|5024,1,2.00235e-06,0.864652,25.5182,0.296836,0.338518,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313884|cc|1|1|nan|4168,1,3.47182e-06,2.20688,0.587758,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|2|1|nan|4168,1,3.47182e-06,2.20688,0.13373,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|3|1|nan|4168,1,3.47182e-06,2.20688,0.225118,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|4|1|nan|4168,1,3.47182e-06,2.20688,7.45555,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|5|1|nan|4168,1,3.47182e-06,2.20688,0.137195,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|6|1|nan|4168,1,3.47182e-06,2.20688,0.513972,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|7|1|nan|4168,1,3.47182e-06,2.20688,2.49489,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|cc|8|1|nan|4168,1,3.47182e-06,2.20688,0.299376,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|sample|10|nan|4168,1,1.03467e-08,0.480027,22.9946,0.296836,0.338518,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|sample|11|nan|4168,1,2.14792e-07,1.03858,9.37812,0.296836,0.338518,True,VRC07-523LS|4168,1313884
1,130_bNAb_Combinations|1313884|sample|12|nan|4168,1,2.14792e-07,1.03858,9.705,0.296836,0.338518,True,VRC07-523LS|4168,1313884
1,130_bNAb_Combinations|1313884|sample|3|nan|4168,1,4.33793e-08,1.12345,0.25598,0.296836,0.338518,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|4|nan|4168,1,4.33793e-08,1.12345,0.317402,0.296836,0.338518,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|5|nan|4168,1,4.33793e-08,1.12345,0.264136,0.296836,0.338518,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|6|nan|4168,1,4.33793e-08,1.12345,0.303081,0.296836,0.338518,True,PGDM1400|4168,1313884
1,130_bNAb_Combinations|1313884|sample|7|nan|4168,1,1.03467e-08,0.480027,10.8171,0.296836,0.338518,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|sample|8|nan|4168,1,1.03467e-08,0.480027,20.5369,0.296836,0.338518,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|sample|9|nan|4168,1,1.03467e-08,0.480027,20.5122,0.296836,0.338518,True,PGT121|4168,1313884
1,130_bNAb_Combinations|1313884|vc|1|2|nan|4168,1,3.47182e-06,2.20688,18.0205,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|2|2|nan|4168,1,3.47182e-06,2.20688,0.0108724,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|3|2|nan|4168,1,3.47182e-06,2.20688,0.236823,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|4|2|nan|4168,1,3.47182e-06,2.20688,0.0143424,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|5|2|nan|4168,1,3.47182e-06,2.20688,188.422,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|6|2|nan|4168,1,3.47182e-06,2.20688,3.96265,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|7|2|nan|4168,1,3.47182e-06,2.20688,6.27249,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313884|vc|8|2|nan|4168,1,3.47182e-06,2.20688,0.0449558,0.296836,0.338518,False,nan|4168,1313884
1,130_bNAb_Combinations|1313920|cc|1|1|nan|1798,1,1.76857e-06,1.14019,0.905998,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|2|1|nan|1798,1,1.76857e-06,1.14019,1.5295,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|3|1|nan|1798,1,1.76857e-06,1.14019,0.0732502,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|4|1|nan|1798,1,1.76857e-06,1.14019,2.57258,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|5|1|nan|1798,1,1.76857e-06,1.14019,1.68642,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|6|1|nan|1798,1,1.76857e-06,1.14019,0.00130684,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|7|1|nan|1798,1,1.76857e-06,1.14019,0.0170311,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|cc|8|1|nan|1798,1,1.76857e-06,1.14019,8.62456,0.296836,0.338518,False,nan|1798,1313920
1,130_bNAb_Combinations|1313920|sample|10|nan|1798,1,2.13162e-05,1.29173,28.975,0.296836,0.338518,True,PGT121|1798,1313920
1,130_bNAb_Combinations|1313920|sample|11|nan|1798,1,4.99872e-06,1.88452,2.64254,0.296836,0.338518,True,VRC07-523LS|1798,1313920
1,130_bNAb_Combinations|1313920|sample|12|nan|1798,1,4.99872e-06,1.88452,2.5836,0.296836,0.338518,True,VRC07-523LS|1798,1313920
