rep,id,U,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,4.76307e+08,0.722552,0.00564179,-12.8618,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,1.35489,0.722552,0.00564179,-4.66611,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.0701323,0.722552,0.00564179,16.3637,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,1.04831e+09,0.722552,0.00564179,-14.3468,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.0257573,0.722552,0.00564179,23.5109,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.0350466,0.722552,0.00564179,-8.07905,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,2928.06,0.722552,0.00564179,-7.73027,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,2.73257e+11,0.722552,0.00564179,24.6142,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.0027069,0.722554,0.0464996,14.024,0.426412,0.812592,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|11|nan|2946,1,3.98164e-06,0.722429,0.0354981,14.1468,0.426412,0.812592,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|12|nan|2946,1,2.27168e-08,0.722429,0.0354981,16.2166,0.426412,0.812592,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.0604785,0.722566,0.0133469,16.8114,0.426412,0.812592,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.0030558,0.722566,0.0133469,13.7576,0.426412,0.812592,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.071831,0.722566,0.0133469,18.1868,0.426412,0.812592,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.0446197,0.722566,0.0133469,10.6093,0.426412,0.812592,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.00204112,0.722554,0.0464996,13.8437,0.426412,0.812592,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|8|nan|2946,1,0.0115941,0.722554,0.0464996,16.9861,0.426412,0.812592,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|9|nan|2946,1,0.00016036,0.722554,0.0464995,14.4335,0.426412,0.812592,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,5.47839,0.722552,0.00564179,-23.6175,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,0.00673175,0.722552,0.00564179,3.36445,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,0.749864,0.722552,0.00564179,0.768299,0.426412,0.812592,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,13.7094,0.722552,0.00564179,14.4341,0.426412,0.812592,False,nan|2946,1313842
