parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.78488200394685e-07,
L_goes_down_False_mab_virus_nan|2944,9.51845597285735e-08,
L_goes_down_False_mab_virus_nan|2946,1.42771518751364e-07,
L_goes_down_False_mab_virus_nan|3430,4.05986727099186e-08,
L_goes_down_False_mab_virus_nan|4166,1.01198664766876e-08,
L_goes_down_False_mab_virus_nan|4168,1.34647316223631e-07,
L_goes_down_False_mab_virus_nan|Ce1176_A3,3.35117624196649e-08,
L_goes_down_False_mab_virus_nan|PVO.4,7.02523607962092e-08,
L_goes_down_False_mab_virus_nan|RHPA4259.7,4.11027595135799e-08,
L_goes_down_False_mab_virus_nan|TRO.11,4.91109724448934e-08,
L_goes_down_True_mab_virus_Clinical VRC01|PVO.4,4.16869669096815e-08,
L_goes_down_True_mab_virus_PGDM1400|1176,6.91982645376857e-08,
L_goes_down_True_mab_virus_PGDM1400|1798,9.02404441676902e-08,
L_goes_down_True_mab_virus_PGDM1400|2944,3.69073141933461e-07,
L_goes_down_True_mab_virus_PGDM1400|2946,1.88507684352362e-09,
L_goes_down_True_mab_virus_PGDM1400|3430,1.28099627082146e-06,
L_goes_down_True_mab_virus_PGDM1400|4166,6.27425649082472e-09,
L_goes_down_True_mab_virus_PGDM1400|4168,8.80962363527807e-07,
L_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,1.8950449391335e-06,
L_goes_down_True_mab_virus_PGDM1400|PVO.4,1.69062838839969e-07,
L_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.56297032231906e-08,
L_goes_down_True_mab_virus_PGDM1400|TRO.11,1.1411681681877e-06,
L_goes_down_True_mab_virus_PGT121|1176,3.5794728507527e-07,
L_goes_down_True_mab_virus_PGT121|1798,5.27727368845736e-08,
L_goes_down_True_mab_virus_PGT121|2944,3.50804174901685e-07,
L_goes_down_True_mab_virus_PGT121|2946,4.20812639662719e-08,
L_goes_down_True_mab_virus_PGT121|3430,5.3805669512081e-08,
L_goes_down_True_mab_virus_PGT121|4166,4.4270897387571e-08,
L_goes_down_True_mab_virus_PGT121|4168,4.97705309191481e-10,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,2.03684285135422e-09,
L_goes_down_True_mab_virus_PGT121|PVO.4,8.40915518105806e-07,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,3.50171909767567e-07,
L_goes_down_True_mab_virus_PGT121|TRO.11,1.13812486437304e-08,
L_goes_down_True_mab_virus_VRC07-523LS|1176,1.33239995315923e-07,
L_goes_down_True_mab_virus_VRC07-523LS|1798,1.16974463806329e-08,
L_goes_down_True_mab_virus_VRC07-523LS|2944,7.60633883237089e-08,
L_goes_down_True_mab_virus_VRC07-523LS|2946,9.17782934463258e-09,
L_goes_down_True_mab_virus_VRC07-523LS|3430,1.63274936180448e-08,
L_goes_down_True_mab_virus_VRC07-523LS|4166,9.37954578370938e-09,
L_goes_down_True_mab_virus_VRC07-523LS|4168,2.52390196284811e-09,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,2.00113927782931e-08,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,1.88421680863765e-07,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,3.63493622356907e-07,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,8.58730175062499e-06,
L_goes_down_True_mab_virus_nan|1176,6.40332735071669e-09,
L_goes_down_True_mab_virus_nan|1798,1.06733094852931e-08,
L_goes_down_True_mab_virus_nan|2944,2.22309126482503e-08,
L_goes_down_True_mab_virus_nan|2946,3.33451262586114e-08,
L_goes_down_True_mab_virus_nan|3430,9.48205832146295e-09,
L_goes_down_True_mab_virus_nan|4166,2.36355421821282e-09,
L_goes_down_True_mab_virus_nan|4168,3.14476710700203e-08,
L_goes_down_True_mab_virus_nan|Ce1176_A3,7.82686882373476e-09,
L_goes_down_True_mab_virus_nan|PVO.4,1.64078512381359e-08,
L_goes_down_True_mab_virus_nan|RHPA4259.7,9.59979075339609e-09,
L_goes_down_True_mab_virus_nan|TRO.11,1.14701558908962e-08,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.512526492778744,
m_goes_down_False_mab_virus_PGDM1400|1176,0.249184067007935,
m_goes_down_False_mab_virus_PGDM1400|1798,0.201108925059268,
m_goes_down_False_mab_virus_PGDM1400|2944,11.1230714298093,
m_goes_down_False_mab_virus_PGDM1400|2946,0.286678428780189,
m_goes_down_False_mab_virus_PGDM1400|3430,0.365936025887588,
m_goes_down_False_mab_virus_PGDM1400|4166,0.364207846734261,
m_goes_down_False_mab_virus_PGDM1400|4168,0.403079948474079,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.185657097219162,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.475086595751311,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.568119229613033,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.441660256662762,
m_goes_down_False_mab_virus_PGT121|1176,0.329195861513879,
m_goes_down_False_mab_virus_PGT121|1798,0.555873560027508,
m_goes_down_False_mab_virus_PGT121|2944,0.572112182331933,
m_goes_down_False_mab_virus_PGT121|2946,0.546038549359558,
m_goes_down_False_mab_virus_PGT121|3430,0.370479781681146,
m_goes_down_False_mab_virus_PGT121|4166,0.582354269126293,
m_goes_down_False_mab_virus_PGT121|4168,0.171809817760232,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.673485011133317,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.517573643922219,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.682289262808164,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.631232702424839,
m_goes_down_False_mab_virus_VRC07-523LS|1176,0.451234730021863,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.616066070873598,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.581395452109757,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.567691353946589,
m_goes_down_False_mab_virus_VRC07-523LS|3430,0.562950968520592,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.601343425191436,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.374153229915625,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.557942924255099,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.619902545074119,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.553372379487854,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.681461897194515,
m_goes_down_False_mab_virus_nan|1176,0.565951621590253,
m_goes_down_False_mab_virus_nan|1798,1.20371128988487,
m_goes_down_False_mab_virus_nan|2944,0.457690390186989,
m_goes_down_False_mab_virus_nan|2946,0.214342455454313,
m_goes_down_False_mab_virus_nan|3430,0.826047823767157,
m_goes_down_False_mab_virus_nan|4166,0.420617696747825,
m_goes_down_False_mab_virus_nan|4168,0.108959063977423,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.556194197058618,
m_goes_down_False_mab_virus_nan|PVO.4,0.345948069464001,
m_goes_down_False_mab_virus_nan|RHPA4259.7,0.286806949668438,
m_goes_down_False_mab_virus_nan|TRO.11,0.830621681040837,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.45192478052254,
m_goes_down_True_mab_virus_PGDM1400|1176,0.705907942121533,
m_goes_down_True_mab_virus_PGDM1400|1798,0.569716953156322,
m_goes_down_True_mab_virus_PGDM1400|2944,31.5102990225996,
m_goes_down_True_mab_virus_PGDM1400|2946,0.812124876765953,
m_goes_down_True_mab_virus_PGDM1400|3430,1.03665194201286,
m_goes_down_True_mab_virus_PGDM1400|4166,1.03175622213643,
m_goes_down_True_mab_virus_PGDM1400|4168,1.14187612536531,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.525943817403312,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,1.34586213782943,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.60941219505433,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,1.25116941320229,
m_goes_down_True_mab_virus_PGT121|1176,0.932571556225495,
m_goes_down_True_mab_virus_PGT121|1798,1.57472171295083,
m_goes_down_True_mab_virus_PGT121|2944,1.62072374105578,
m_goes_down_True_mab_virus_PGT121|2946,1.54686033230671,
m_goes_down_True_mab_virus_PGT121|3430,1.04952384566323,
m_goes_down_True_mab_virus_PGT121|4166,1.6497383185079,
m_goes_down_True_mab_virus_PGT121|4168,0.486716170691359,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,1.90790054904946,
m_goes_down_True_mab_virus_PGT121|PVO.4,1.46622274154408,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,1.93284191571202,
m_goes_down_True_mab_virus_PGT121|TRO.11,1.78820493348133,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.27829272356068,
m_goes_down_True_mab_virus_VRC07-523LS|1798,1.74523972388424,
m_goes_down_True_mab_virus_VRC07-523LS|2944,1.64702210733461,
m_goes_down_True_mab_virus_VRC07-523LS|2946,1.6082000756969,
m_goes_down_True_mab_virus_VRC07-523LS|3430,1.59477114438075,
m_goes_down_True_mab_virus_VRC07-523LS|4166,1.70353227187549,
m_goes_down_True_mab_virus_VRC07-523LS|4168,1.05993027459277,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,1.58058396835479,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,1.75610798540838,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,1.56763617482304,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,1.93049809026312,
m_goes_down_True_mab_virus_nan|1176,1.60327162701136,
m_goes_down_True_mab_virus_nan|1798,3.40996665538823,
m_goes_down_True_mab_virus_nan|2944,1.29658081812835,
m_goes_down_True_mab_virus_nan|2946,0.607205923941405,
m_goes_down_True_mab_virus_nan|3430,2.34009231156371,
m_goes_down_True_mab_virus_nan|4166,1.19155841822624,
m_goes_down_True_mab_virus_nan|4168,0.308667683096055,
m_goes_down_True_mab_virus_nan|Ce1176_A3,1.57563003838879,
m_goes_down_True_mab_virus_nan|PVO.4,0.980028509561463,
m_goes_down_True_mab_virus_nan|RHPA4259.7,0.812488960701303,
m_goes_down_True_mab_virus_nan|TRO.11,2.35304948902048,
e_goes_down_False,1,
e_goes_down_True,1,
alpha_run_id_1200432,0.137527886967182,
alpha_run_id_1313842,0.137527886809406,
alpha_run_id_1313860,0.137527890847614,
alpha_run_id_1313884,0.0973973116941995,
alpha_run_id_1313920,0.1375278745548,
alpha_run_id_1313938,0.137527886997866,
alpha_run_id_1313956,0.137527866050657,
alpha_run_id_1313974,0.209683669343736,
alpha_run_id_1313992,0.137524019190179,
alpha_run_id_1314016,0.137527886967168,
alpha_run_id_1314040,0.166033672357765,
alpha_run_id_1314058,0.226374607024615,
alpha_run_id_1342240,0.137527875866495,
alpha_run_id_1342258,0.137528307581583,
alpha_run_id_1342276,0.137527902183445,
alpha_run_id_1342294,0.137527886967369,
alpha_run_id_1342312,0.106558036024431,
alpha_run_id_1342336,0.137532044254729,
alpha_run_id_1342348,0.137527886967181,
alpha_run_id_1342372,0.137527886459069,
alpha_run_id_1342384,0.10245963657647,
alpha_run_id_1342396,0.13752788696683,
alpha_run_id_1342408,0.137527886953754,
k_run_id_1200432,2.86559119012044e-16,
k_run_id_1313842,2.86559119015327e-16,
k_run_id_1313860,2.86559118894261e-16,
k_run_id_1313884,2.86559119030763e-16,
k_run_id_1313920,2.86559119016402e-16,
k_run_id_1313938,2.86559119020215e-16,
k_run_id_1313956,2.86559115637583e-16,
k_run_id_1313974,2.86548265850023e-16,
k_run_id_1313992,2.865591190119e-16,
k_run_id_1314016,2.8655912171192e-16,
k_run_id_1314040,2.8655911901211e-16,
k_run_id_1314058,2.86559119072511e-16,
k_run_id_1342240,2.86559119012038e-16,
k_run_id_1342258,2.86557157305406e-16,
k_run_id_1342276,2.86559119013761e-16,
k_run_id_1342294,2.86559118921746e-16,
k_run_id_1342312,2.8655911901135e-16,
k_run_id_1342336,2.86559119012142e-16,
k_run_id_1342348,2.86559119272624e-16,
k_run_id_1342372,2.86559119012049e-16,
k_run_id_1342384,2.86559120507568e-16,
k_run_id_1342396,2.86559118199101e-16,
k_run_id_1342408,2.86559177278196e-16,
omega_L,6.79457163572766e-08,6.82856991135454e-06
omega_m,4.98192798300556e-08,4.9421560620597e-06
omega_e,2.80999655744518,5182.40429944527
a,0.00278198394098931,
b,0.129304269976822,
