id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,0,1.45177,0,-5.57211e-09,0.103819,0,0,0,2.18322e-07,0,-2.66454e-15,-1.60301e-08,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,0,0.711883,0,-7.57682e-10,-1.19975,0,0,0,6.40925e-07,0,-8.88178e-16,-9.63078e-09,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,0,0.52715,0,-7.44249e-09,-1.16076,0,0,0,3.65356e-07,0,8.88178e-16,2.86623e-08,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,0,-0.250448,0,6.16708e-10,-0.516631,0,0,0,-3.56002e-07,0,6.21725e-15,4.01512e-08,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,0,-0.0416893,0,-5.62926e-09,-0.676716,0,0,0,-2.47164e-07,0,-8.88178e-16,1.02052e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,0,-0.845428,0,-1.02048e-09,0.805542,0,0,0,1.11072e-07,0,-1.77636e-15,-2.53771e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,0,-1.82656,0,6.90118e-09,1.11377,0,0,0,-9.55434e-08,0,-8.88178e-16,-6.76879e-08,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,0,-0.969768,0,-2.76992e-10,1.16875,0,0,0,7.39142e-08,0,8.88178e-16,4.86016e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,0,-12.8588,0,6.09497e-09,14.0987,0,0,0,-5.61876,0,-6.21725e-15,15.1789,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,0,-14.6001,0,1.43539e-08,14.5257,0,0,0,-7.89554,0,4.44089e-16,14.7425,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,0,-11.6722,0,7.92851e-09,16.3378,0,0,0,-6.46625,0,3.33067e-14,16.5585,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,0,-7.71525,0,2.06116e-08,14.3487,0,0,0,-2.51269,0,-2.66454e-15,16.6239,0,0,True,PGDM1400|2946,1313842
