id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,0,0,0,-2.83692e-09,0,0,0,0,0,-2.80842e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,0,0,0,-8.64795e-10,0,0,0,0,0,2.58815e-12,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,0,0,0,7.60861e-10,0,0,0,0,0,1.03682e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,0,0,0,-8.53569e-10,0,0,0,0,0,1.38147e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,0,0,0,-2.106e-09,0,0,0,0,0,5.56883e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,0,0,0,9.90807e-10,0,0,0,0,0,-2.44276e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,0,0,0,-1.08825e-09,0,0,0,0,0,1.44587e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,0,0,0,9.7716e-10,0,0,0,0,0,-8.66285e-12,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,0,0,0,-9.653e-11,0,0,0,0,0,1.66561e-11,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,0,0,0,4.16383e-10,0,0,0,0,0,1.74969e-11,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,0,0,0,3.97459e-11,0,0,0,0,0,-3.22756e-11,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,0,0,0,-1.4226e-09,0,0,0,0,0,-6.84519e-12,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,0,0,0,1.22535e-09,0,0,0,0,0,-1.48108e-11,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,0,0,0,4.46839e-09,0,0,0,0,0,1.7363e-11,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,0,0,0,9.50532e-10,0,0,0,0,0,-1.21414e-11,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,0,0,0,-1.07124e-09,0,0,0,0,0,-3.64603e-11,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,0,0,0,3.54496e-10,0,0,0,0,0,6.88283e-12,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,0,0,0,1.73139e-09,0,0,0,0,0,-7.54194e-11,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,0,0,0,3.82256e-10,0,0,0,0,0,1.41709e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,0,0,0,1.53289e-10,0,0,0,0,0,-8.888e-12,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,0,0,0,8.62385e-10,0,0,0,0,0,2.36433e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,0,0,0,-1.1937e-09,0,0,0,0,0,2.6676e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|5|2|nan|2946,0,0,0,3.75304e-10,0,0,0,0,0,7.21734e-12,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|6|2|nan|2946,0,0,0,5.96809e-10,0,0,0,0,0,-6.60538e-12,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|7|2|nan|2946,0,0,0,1.47118e-09,0,0,0,0,0,1.4706e-11,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|8|2|nan|2946,0,0,0,5.34918e-10,0,0,0,0,0,-9.66383e-12,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,0,0,0,7.2778e-10,0,0,0,0,0,-9.4369e-12,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,0,0,0,-1.5058e-09,0,0,0,0,0,-1.14051e-11,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,0,0,0,7.07364e-10,0,0,0,0,0,-5.05729e-12,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,0,0,0,-2.66557e-09,0,0,0,0,0,-5.77671e-12,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,0,0,0,2.31173e-09,0,0,0,0,0,1.23865e-11,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|6|1|PVO.4|5024,0,0,0,6.77193e-11,0,0,0,0,0,1.98356e-10,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|7|1|PVO.4|5024,0,0,0,-6.26925e-10,0,0,0,0,0,9.88072e-11,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|8|1|PVO.4|5024,0,0,0,-2.71479e-09,0,0,0,0,0,-5.39746e-12,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|10|PVO.4|5024,0,0,0,2.7391e-09,0,0,0,0,0,3.29914e-12,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|11|PVO.4|5024,0,0,0,-1.58598e-09,0,0,0,0,0,9.84146e-12,0,0,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|12|PVO.4|5024,0,0,0,-9.27016e-10,0,0,0,0,0,-2.77733e-12,0,0,True,VRC07-523LS|PVO.4,1313860
