parameter,value,CV
L_goes_down_False,0.00349381995920759,
L_goes_down_True,0.00349342540302224,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.31582255209873,
m_goes_down_False_mab_virus_PGDM1400|1176,-0.498806124257071,
m_goes_down_False_mab_virus_PGDM1400|1798,0.248781700635317,
m_goes_down_False_mab_virus_PGDM1400|2944,-0.742479300719588,
m_goes_down_False_mab_virus_PGDM1400|2946,1.71574582885289,
m_goes_down_False_mab_virus_PGDM1400|3430,-0.661434735954629,
m_goes_down_False_mab_virus_PGDM1400|4166,-0.645868688183769,
m_goes_down_False_mab_virus_PGDM1400|4168,3.17406175815785,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.853156797131537,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,2.06053060448977,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.709816145663482,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,1.24239372210831,
m_goes_down_False_mab_virus_PGT121|1176,1.59726933667609,
m_goes_down_False_mab_virus_PGT121|1798,-0.351608497770896,
m_goes_down_False_mab_virus_PGT121|2944,-0.51086807012639,
m_goes_down_False_mab_virus_PGT121|2946,0.321289146729055,
m_goes_down_False_mab_virus_PGT121|3430,-0.501867022061682,
m_goes_down_False_mab_virus_PGT121|4166,-0.518272051559431,
m_goes_down_False_mab_virus_PGT121|4168,-0.578119174107421,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,-0.470099035481635,
m_goes_down_False_mab_virus_PGT121|PVO.4,-0.0786488867331003,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,-0.45592334334462,
m_goes_down_False_mab_virus_PGT121|TRO.11,-0.513289095703459,
m_goes_down_False_mab_virus_VRC07-523LS|1176,-0.343184801150205,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.506809720857009,
m_goes_down_False_mab_virus_VRC07-523LS|2944,-0.351772881591556,
