id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,-9.0472e-10,3.72208e-09,4.16671e-10,0.0898574,0,0,-6.10623e-15,-1.77636e-15,2.22045e-15,8.67979e-08,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,-2.39487e-11,2.905e-10,-1.63135e-09,-0.306004,0,0,6.10623e-15,-1.77636e-15,3.55271e-15,1.32744e-06,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,5.02849e-09,1.46212e-09,3.38773e-09,0.0442987,0,0,2.9976e-15,-8.88178e-15,-2.22045e-15,1.76449e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,-9.36246e-11,1.62929e-09,4.21799e-10,0.198588,0,0,-3.10862e-15,-1.24345e-14,0,-5.09664e-09,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,-2.22677e-09,-3.43359e-09,-1.77572e-10,-0.167719,0,0,4.32987e-15,-5.32907e-15,0,1.05994e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,2.85208e-09,2.43227e-10,-1.61854e-09,0.263984,0,0,2.66454e-15,-1.77636e-15,-4.44089e-15,7.1271e-08,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,-3.34765e-09,5.81123e-09,-1.50134e-10,-0.0085837,0,0,-7.69051e-13,-4.06786e-13,4.31211e-13,-0.00860836,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1.2416e-09,-2.12392e-09,-1.88172e-09,0.404724,0,0,-1.77636e-15,8.88178e-15,4.44089e-15,-7.02085e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,-6.61202e-09,-3.87101e-10,-9.1281e-10,1.12672,0,0,7.13873e-14,9.23706e-14,5.62883e-14,1.11268,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1.02227e-09,-8.84328e-09,1.34939e-09,0.432197,0,0,-9.40914e-15,2.13163e-14,-8.54872e-15,0.422581,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1.29151e-09,-3.32223e-09,4.48348e-09,0.621732,0,0,-1.38278e-13,3.55271e-14,1.08025e-13,0.644746,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1.63012e-09,-2.63752e-10,4.57263e-10,0.121365,0,0,5.81757e-14,-1.77636e-15,8.28226e-14,0.150531,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,2.75742e-09,-4.1588e-09,1.49978e-09,0.253645,0,0,1.68587e-13,-3.51719e-13,1.65201e-13,0.302007,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,4.03182e-09,8.85532e-09,-5.12146e-10,0.211155,0,0,-6.56142e-14,4.08562e-14,3.05866e-14,0.209758,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1.90907e-09,2.97891e-09,9.24303e-10,-0.0234573,0,0,1.99896e-13,-1.24345e-14,5.00711e-14,0.0299813,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,4.62048e-09,5.45395e-09,-4.14516e-10,0.856306,0,0,3.15081e-13,-4.76064e-13,3.29736e-14,0.895527,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,-5.50252e-09,-1.27534e-08,2.03345e-09,0.954463,0,0,-5.0393e-13,-4.26326e-14,1.08857e-13,0.971084,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,5.41297e-10,-1.72905e-08,-5.15306e-09,1.12784,0,0,-2.11442e-13,-3.12639e-13,-7.27196e-15,1.11827,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,-5.14273e-09,5.41187e-09,-2.61536e-09,0.0388792,0,0,-1.76525e-14,-1.06581e-14,-2.66454e-15,-1.28954e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,3.16571e-09,1.47869e-10,-2.62528e-09,0.0303717,0,0,-3.10862e-15,-1.59872e-14,-6.21725e-15,2.49982e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1.86708e-09,-3.13013e-09,-4.90963e-11,-0.168598,0,0,1.21014e-14,0,0,-3.00417e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,-1.01275e-09,-3.39586e-09,-1.18413e-09,-0.225601,0,0,-2.77556e-15,-1.77636e-15,2.66454e-15,-8.18617e-09,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|5|2|nan|2946,-3.17643e-09,-1.02188e-09,3.67824e-09,-0.0440352,0,0,-2.22045e-16,-1.59872e-14,-5.32907e-15,2.57537e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|6|2|nan|2946,-2.51629e-09,-3.98718e-09,3.76356e-10,0.228059,0,0,1.22125e-14,5.32907e-15,8.88178e-16,1.83622e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|7|2|nan|2946,3.67971e-09,-3.58951e-09,8.00476e-10,-0.193055,0,0,-8.99281e-15,5.32907e-15,-3.55271e-15,1.25624e-07,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1.57974e-09,2.86579e-09,-5.66222e-10,0.207896,0,0,-3.66374e-14,-5.32907e-15,-7.10543e-15,-7.80219e-08,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,-9.93757e-10,-4.25745e-09,-2.33397e-09,-0.117387,0,0,7.38298e-15,-3.55271e-15,-4.59355e-15,6.86123e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,-1.01666e-09,-1.12537e-09,-3.1513e-09,-0.0659553,0,0,-3.88578e-16,2.13163e-14,2.2829e-15,-1.69341e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,3.22906e-09,2.2222e-10,-2.42894e-10,0.396647,0,0,-1.02696e-14,-2.4869e-14,4.77396e-15,1.04996e-06,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,9.26557e-10,-7.61114e-10,2.84331e-09,-0.102921,0,0,-1.55431e-15,-7.10543e-15,2.34535e-15,2.13908e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,2.14978e-10,-1.57837e-09,7.68413e-10,0.0344021,0,0,-5.82867e-15,0,-3.46945e-15,-3.98178e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|6|1|PVO.4|5024,-1.40337e-10,-1.72136e-09,-2.84969e-10,0.376247,0,0,-3.38618e-15,7.10543e-15,-2.66454e-15,2.93484e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|7|1|PVO.4|5024,5.94596e-10,9.13159e-09,2.99231e-09,0.364857,0,0,9.9365e-15,7.10543e-15,-1.38778e-15,3.25394e-08,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|8|1|PVO.4|5024,-2.27952e-09,3.21894e-09,-2.22251e-09,-0.478197,0,0,5.44009e-15,8.88178e-15,9.03444e-15,8.95776e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|10|PVO.4|5024,1.04857e-08,-4.05404e-09,-3.97412e-09,2.01062,0,0,1.62592e-13,3.01981e-14,4.35763e-14,2.00282,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|11|PVO.4|5024,1.59085e-09,-7.27943e-09,-1.42541e-09,2.29175,0,0,3.28071e-14,-3.09086e-13,1.89793e-13,2.26102,0,0,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|12|PVO.4|5024,-8.05681e-10,1.96489e-08,-4.5832e-09,2.33548,0,0,6.15008e-13,6.03961e-14,-1.65701e-13,2.32698,0,0,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|3|PVO.4|5024,-5.58115e-10,9.80192e-09,-3.78641e-09,-0.11267,0,0,-2.16493e-14,1.45661e-13,-1.62925e-13,-0.0987874,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|4|PVO.4|5024,-1.00869e-08,5.45104e-09,9.70846e-10,-0.135403,0,0,-1.95399e-14,-1.24345e-14,-1.28231e-14,-0.12731,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|5|PVO.4|5024,1.79651e-09,-9.11704e-09,2.22759e-09,-0.00178655,0,0,-3.73201e-13,2.36255e-13,-1.26732e-13,-0.0200659,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|6|PVO.4|5024,-4.19987e-09,-2.06921e-09,-4.08423e-09,0.081734,0,0,-1.45939e-13,3.55271e-14,-2.56462e-14,0.0811209,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|7|PVO.4|5024,-8.15452e-09,-6.58184e-09,-4.67738e-10,2.00812,0,0,2.73337e-13,-1.1724e-13,1.97065e-14,1.99124,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|8|PVO.4|5024,2.89787e-09,-4.92504e-09,-3.34466e-10,2.01248,0,0,9.9587e-14,1.77636e-14,3.3501e-13,2.00713,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|9|PVO.4|5024,-6.93653e-09,1.88229e-09,-1.8916e-09,2.02456,0,0,7.52398e-13,1.10134e-13,-1.54876e-14,2.0403,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|1|2|PVO.4|5024,-3.73177e-09,-2.10597e-09,1.80849e-09,-0.44635,0,0,1.77636e-15,1.77636e-15,1.76248e-15,1.36938e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|2|2|PVO.4|5024,4.78555e-09,3.73657e-09,-1.29948e-09,0.291928,0,0,1.05471e-15,3.55271e-15,-3.01148e-15,2.509e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|3|2|PVO.4|5024,-2.75601e-09,3.50738e-10,-6.28664e-10,0.306503,0,0,-1.96509e-14,1.42109e-14,4.16334e-15,3.58001e-07,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|4|2|PVO.4|5024,1.73355e-09,3.33451e-09,-1.98834e-09,0.121584,0,0,-7.32747e-15,-3.55271e-15,3.33067e-15,-1.62497e-07,0,0,False,nan|PVO.4,1313860
