parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.0112443329855869,
L_goes_down_False_mab_virus_PGDM1400|1176,0.083436591331015,
L_goes_down_False_mab_virus_PGDM1400|1798,0.306530885048149,
L_goes_down_False_mab_virus_PGDM1400|2944,0.00220226361475644,
L_goes_down_False_mab_virus_PGDM1400|2946,0.367394116669764,
L_goes_down_False_mab_virus_PGDM1400|3430,0.0235318850292993,
L_goes_down_False_mab_virus_PGDM1400|4166,0.0269492026734932,
L_goes_down_False_mab_virus_PGDM1400|4168,2.33141461541086,
L_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.435070169666122,
L_goes_down_False_mab_virus_PGDM1400|PVO.4,0.0735897249780688,
L_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.0191812451159021,
L_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0765359140082799,
L_goes_down_False_mab_virus_PGT121|1176,0.591762522692823,
L_goes_down_False_mab_virus_PGT121|1798,0.00257445495548348,
L_goes_down_False_mab_virus_PGT121|2944,0.00825632879688981,
L_goes_down_False_mab_virus_PGT121|2946,0.0223063398947972,
L_goes_down_False_mab_virus_PGT121|3430,0.0193364054618575,
L_goes_down_False_mab_virus_PGT121|4166,0.00563426346803684,
L_goes_down_False_mab_virus_PGT121|4168,0.228764859219991,
L_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.00200921987543585,
L_goes_down_False_mab_virus_PGT121|PVO.4,0.00586488097538673,
L_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.00273410354595699,
L_goes_down_False_mab_virus_PGT121|TRO.11,0.00257070482491504,
L_goes_down_False_mab_virus_VRC07-523LS|1176,0.0184808238678876,
L_goes_down_False_mab_virus_VRC07-523LS|1798,0.00437439248032808,
L_goes_down_False_mab_virus_VRC07-523LS|2944,0.00571395290481206,
L_goes_down_False_mab_virus_VRC07-523LS|2946,0.00407733876389479,
L_goes_down_False_mab_virus_VRC07-523LS|3430,0.00616510086672139,
L_goes_down_False_mab_virus_VRC07-523LS|4166,0.00367158910039642,
L_goes_down_False_mab_virus_VRC07-523LS|4168,0.0136840073328276,
L_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.00758541348158985,
L_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.00027003240733192,
L_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,2.04334332308024e-05,
L_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.000850823734082206,
L_goes_down_False_mab_virus_nan|1176,0.0107743158217349,
L_goes_down_False_mab_virus_nan|1798,0.00635501055727948,
L_goes_down_False_mab_virus_nan|2944,0.0196659476848994,
L_goes_down_False_mab_virus_nan|2946,0.00786431134278844,
L_goes_down_False_mab_virus_nan|3430,0.0197613733504281,
L_goes_down_False_mab_virus_nan|4166,0.00519180588000539,
L_goes_down_False_mab_virus_nan|4168,0.00573408901960549,
L_goes_down_False_mab_virus_nan|Ce1176_A3,0.0125158479537213,
L_goes_down_False_mab_virus_nan|PVO.4,0.0038043311921616,
L_goes_down_False_mab_virus_nan|RHPA4259.7,0.0049848753279818,
L_goes_down_False_mab_virus_nan|TRO.11,0.00716457227385588,
L_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.0043358410623105,
L_goes_down_True_mab_virus_PGDM1400|1176,0.0321733444977086,
L_goes_down_True_mab_virus_PGDM1400|1798,0.118199025230021,
L_goes_down_True_mab_virus_PGDM1400|2944,0.000849197993614465,
L_goes_down_True_mab_virus_PGDM1400|2946,0.141668029499832,
L_goes_down_True_mab_virus_PGDM1400|3430,0.00907394983005124,
L_goes_down_True_mab_virus_PGDM1400|4166,0.0103916754953839,
L_goes_down_True_mab_virus_PGDM1400|4168,0.898998921121122,
L_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.167764073604256,
L_goes_down_True_mab_virus_PGDM1400|PVO.4,0.0283763698329674,
L_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,0.00739633291777958,
L_goes_down_True_mab_virus_PGDM1400|TRO.11,0.0295124272043465,
L_goes_down_True_mab_virus_PGT121|1176,0.228185010913217,
L_goes_down_True_mab_virus_PGT121|1798,0.000992715843915522,
L_goes_down_True_mab_virus_PGT121|2944,0.00318365966815265,
L_goes_down_True_mab_virus_PGT121|2946,0.00860137676371637,
L_goes_down_True_mab_virus_PGT121|3430,0.00745616310958359,
L_goes_down_True_mab_virus_PGT121|4166,0.00217258515306367,
L_goes_down_True_mab_virus_PGT121|4168,0.0882122640347927,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,0.000774759876845683,
L_goes_down_True_mab_virus_PGT121|PVO.4,0.00226151180254452,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,0.00105427671328877,
L_goes_down_True_mab_virus_PGT121|TRO.11,0.000991269784809257,
L_goes_down_True_mab_virus_VRC07-523LS|1176,0.00712624884859123,
L_goes_down_True_mab_virus_VRC07-523LS|1798,0.0016867759575584,
L_goes_down_True_mab_virus_VRC07-523LS|2944,0.00220331358601254,
L_goes_down_True_mab_virus_VRC07-523LS|2946,0.00157223135068182,
L_goes_down_True_mab_virus_VRC07-523LS|3430,0.00237727729385821,
L_goes_down_True_mab_virus_VRC07-523LS|4166,0.00141577333273891,
L_goes_down_True_mab_virus_VRC07-523LS|4168,0.00527658518888439,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,0.0029249531555352,
