"importanceSampling.OFV","importanceSampling.AIC","importanceSampling.BIC","importanceSampling.BICc","importanceSampling.chosenDegree","importanceSampling.standardError"
-9450.10164115452,-9206.10164115452,-8670.08356917254,-8602.15848319333,5,0.31703734007949
