parameter,value,CV
L_goes_down_False,1,
L_goes_down_True,1,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.4314610214447,
m_goes_down_False_mab_virus_PGDM1400|1176,-0.853645571550646,
m_goes_down_False_mab_virus_PGDM1400|1798,-0.299758892535718,
m_goes_down_False_mab_virus_PGDM1400|2944,-1.28311652535177,
m_goes_down_False_mab_virus_PGDM1400|2946,1.63677801651842,
m_goes_down_False_mab_virus_PGDM1400|3430,-1.21643925112373,
m_goes_down_False_mab_virus_PGDM1400|4166,-1.14757264941505,
m_goes_down_False_mab_virus_PGDM1400|4168,3.83385471009399,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.568416435665693,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,4.40529441783553,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1.1004425040703,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,1.16268266283431,
m_goes_down_False_mab_virus_PGT121|1176,3.19647410629702,
m_goes_down_False_mab_virus_PGT121|1798,-0.707418019062538,
m_goes_down_False_mab_virus_PGT121|2944,-1.06350577013781,
m_goes_down_False_mab_virus_PGT121|2946,1.29179950873786,
m_goes_down_False_mab_virus_PGT121|3430,-0.698425901341225,
m_goes_down_False_mab_virus_PGT121|4166,-0.927897214464366,
m_goes_down_False_mab_virus_PGT121|4168,-0.617863953722264,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,-0.993632267724513,
m_goes_down_False_mab_virus_PGT121|PVO.4,-0.38256540414354,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,-0.955317878803611,
m_goes_down_False_mab_virus_PGT121|TRO.11,-1.00142892548502,
m_goes_down_False_mab_virus_VRC07-523LS|1176,-0.723645223782297,
m_goes_down_False_mab_virus_VRC07-523LS|1798,1.12115385516324,
m_goes_down_False_mab_virus_VRC07-523LS|2944,-0.255226220102706,
m_goes_down_False_mab_virus_VRC07-523LS|2946,1.80195245022034,
m_goes_down_False_mab_virus_VRC07-523LS|3430,-0.778579945614073,
m_goes_down_False_mab_virus_VRC07-523LS|4166,-0.972398936884245,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.80875516541919,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.801962772094138,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.151650448630973,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,-0.94171084063323,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,-0.258065803735349,
m_goes_down_False_mab_virus_nan|1176,1.23770777631381,
m_goes_down_False_mab_virus_nan|1798,1.3293495445276,
m_goes_down_False_mab_virus_nan|2944,1.72410204491749,
m_goes_down_False_mab_virus_nan|2946,2.01036464008342,
m_goes_down_False_mab_virus_nan|3430,1.03967784535669,
m_goes_down_False_mab_virus_nan|4166,1.43977684026031,
m_goes_down_False_mab_virus_nan|4168,1.13298111906913,
m_goes_down_False_mab_virus_nan|Ce1176_A3,1.4513949569077,
m_goes_down_False_mab_virus_nan|PVO.4,1.05341168829181,
m_goes_down_False_mab_virus_nan|RHPA4259.7,1.17635581289729,
m_goes_down_False_mab_virus_nan|TRO.11,1.80084585658741,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,3.21302515356918,
m_goes_down_True_mab_virus_PGDM1400|1176,0.927918560573826,
m_goes_down_True_mab_virus_PGDM1400|1798,1.48180523958875,
m_goes_down_True_mab_virus_PGDM1400|2944,0.4984476067727,
m_goes_down_True_mab_virus_PGDM1400|2946,3.4183421486429,
m_goes_down_True_mab_virus_PGDM1400|3430,0.565124881000742,
m_goes_down_True_mab_virus_PGDM1400|4166,0.633991482709426,
m_goes_down_True_mab_virus_PGDM1400|4168,5.61541884221846,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,2.34998056779017,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,6.18685854996,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,2.88200663619477,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,2.94424679495878,
m_goes_down_True_mab_virus_PGT121|1176,4.97803823842149,
m_goes_down_True_mab_virus_PGT121|1798,1.07414611306193,
m_goes_down_True_mab_virus_PGT121|2944,0.718058361986658,
m_goes_down_True_mab_virus_PGT121|2946,3.07336364086233,
m_goes_down_True_mab_virus_PGT121|3430,1.08313823078325,
m_goes_down_True_mab_virus_PGT121|4166,0.853666917660106,
m_goes_down_True_mab_virus_PGT121|4168,1.16370017840221,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,0.787931864399959,
m_goes_down_True_mab_virus_PGT121|PVO.4,1.39899872798093,
