"importanceSampling.OFV","importanceSampling.AIC","importanceSampling.BIC","importanceSampling.BICc","importanceSampling.chosenDegree","importanceSampling.standardError"
-9371.24819177857,-8995.24819177857,-8169.25313003585,-8101.32804405664,5,0.442846714223436
