parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.0122258925675752,
L_goes_down_False_mab_virus_PGDM1400|1176,0.00424884345893728,
L_goes_down_False_mab_virus_PGDM1400|1798,0.0183219433908879,
L_goes_down_False_mab_virus_PGDM1400|2944,0.000429792228483668,
L_goes_down_False_mab_virus_PGDM1400|2946,0.0247856485934294,
L_goes_down_False_mab_virus_PGDM1400|3430,0.000879334729533851,
L_goes_down_False_mab_virus_PGDM1400|4166,0.000851601716393848,
L_goes_down_False_mab_virus_PGDM1400|4168,0.0540855325421912,
L_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.0386370342997281,
L_goes_down_False_mab_virus_PGDM1400|PVO.4,0.0211394644809948,
L_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.00729643528942067,
L_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0123023039140365,
L_goes_down_False_mab_virus_PGT121|1176,0.0229856181833278,
L_goes_down_False_mab_virus_PGT121|1798,7.68817836721411e-06,
L_goes_down_False_mab_virus_PGT121|2944,0.000213420300907716,
L_goes_down_False_mab_virus_PGT121|2946,0.00149934676589849,
L_goes_down_False_mab_virus_PGT121|3430,0.00237432680653843,
L_goes_down_False_mab_virus_PGT121|4166,4.39434956730423e-05,
L_goes_down_False_mab_virus_PGT121|4168,0.0162869467880492,
L_goes_down_False_mab_virus_PGT121|Ce1176_A3,5.806080070691e-06,
L_goes_down_False_mab_virus_PGT121|PVO.4,0.00330790129134603,
L_goes_down_False_mab_virus_PGT121|RHPA4259.7,4.66848725937362e-06,
L_goes_down_False_mab_virus_PGT121|TRO.11,1.99083473123456e-06,
L_goes_down_False_mab_virus_VRC07-523LS|1176,0.000898749004147088,
L_goes_down_False_mab_virus_VRC07-523LS|1798,0.0012241023086603,
L_goes_down_False_mab_virus_VRC07-523LS|2944,0.000253821939709166,
L_goes_down_False_mab_virus_VRC07-523LS|2946,0.00487326502665121,
L_goes_down_False_mab_virus_VRC07-523LS|3430,0.000267328946233206,
L_goes_down_False_mab_virus_VRC07-523LS|4166,1.02876941563339e-05,
L_goes_down_False_mab_virus_VRC07-523LS|4168,0.000460546602012519,
L_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.000474357089174795,
L_goes_down_False_mab_virus_VRC07-523LS|PVO.4,1.59842440195198e-05,
L_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,3.24059558309494e-05,
L_goes_down_False_mab_virus_VRC07-523LS|TRO.11,7.43530519953464e-05,
L_goes_down_False_mab_virus_nan|1176,0.00970516165117898,
L_goes_down_False_mab_virus_nan|1798,0.00460518585633722,
L_goes_down_False_mab_virus_nan|2944,0.000972303006750274,
L_goes_down_False_mab_virus_nan|2946,0.0162241413004039,
L_goes_down_False_mab_virus_nan|3430,0.0211810516734151,
L_goes_down_False_mab_virus_nan|4166,0.00777670256096056,
L_goes_down_False_mab_virus_nan|4168,0.0286247737573907,
L_goes_down_False_mab_virus_nan|Ce1176_A3,0.0144561234147337,
L_goes_down_False_mab_virus_nan|PVO.4,0.00153686758770496,
L_goes_down_False_mab_virus_nan|RHPA4259.7,0.0041240356978437,
L_goes_down_False_mab_virus_nan|TRO.11,0.00420047593995883,
L_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.106571212249894,
L_goes_down_True_mab_virus_PGDM1400|1176,0.0370365104695818,
L_goes_down_True_mab_virus_PGDM1400|1798,0.159709543262257,
L_goes_down_True_mab_virus_PGDM1400|2944,0.00374643229947607,
L_goes_down_True_mab_virus_PGDM1400|2946,0.216052660564606,
L_goes_down_True_mab_virus_PGDM1400|3430,0.00766502466645196,
L_goes_down_True_mab_virus_PGDM1400|4166,0.00742328028555409,
L_goes_down_True_mab_virus_PGDM1400|4168,0.471455211661951,
L_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.336793044786213,
L_goes_down_True_mab_virus_PGDM1400|PVO.4,0.184269438292637,
L_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,0.0636018965158216,
L_goes_down_True_mab_virus_PGDM1400|TRO.11,0.107237278124187,
L_goes_down_True_mab_virus_PGT121|1176,0.200362074226561,
L_goes_down_True_mab_virus_PGT121|1798,6.70166602608978e-05,
L_goes_down_True_mab_virus_PGT121|2944,0.00186035171344414,
L_goes_down_True_mab_virus_PGT121|2946,0.0130695735744104,
L_goes_down_True_mab_virus_PGT121|3430,0.020696639092127,
L_goes_down_True_mab_virus_PGT121|4166,0.000383048646836173,
L_goes_down_True_mab_virus_PGT121|4168,0.141970793008218,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,5.06107008656804e-05,
L_goes_down_True_mab_virus_PGT121|PVO.4,0.0288344633059094,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,4.06944804933216e-05,
L_goes_down_True_mab_virus_PGT121|TRO.11,1.73537980580292e-05,
L_goes_down_True_mab_virus_VRC07-523LS|1176,0.00783425589182461,
L_goes_down_True_mab_virus_VRC07-523LS|1798,0.0106703102641197,
L_goes_down_True_mab_virus_VRC07-523LS|2944,0.002212526542411,
L_goes_down_True_mab_virus_VRC07-523LS|2946,0.0424794965794664,
L_goes_down_True_mab_virus_VRC07-523LS|3430,0.00233026502663029,
L_goes_down_True_mab_virus_VRC07-523LS|4166,8.96762368421588e-05,
L_goes_down_True_mab_virus_VRC07-523LS|4168,0.00401451341100556,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,0.00413489728895234,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,0.000139332179850506,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,0.000282477698698261,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,0.000648124040173459,
L_goes_down_True_mab_virus_nan|1176,0.0845983912037978,
L_goes_down_True_mab_virus_nan|1798,0.0401426919657011,
L_goes_down_True_mab_virus_nan|2944,0.00847541474218477,
L_goes_down_True_mab_virus_nan|2946,0.141423327298266,
L_goes_down_True_mab_virus_nan|3430,0.184631947408908,
L_goes_down_True_mab_virus_nan|4166,0.067788311949219,
L_goes_down_True_mab_virus_nan|4168,0.249517720104515,
L_goes_down_True_mab_virus_nan|Ce1176_A3,0.126011789178335,
L_goes_down_True_mab_virus_nan|PVO.4,0.0133966367677459,
L_goes_down_True_mab_virus_nan|RHPA4259.7,0.0359485805434499,
L_goes_down_True_mab_virus_nan|TRO.11,0.0366148982966821,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.40675975515377,
m_goes_down_False_mab_virus_PGDM1400|1176,-2.52959912460006,
m_goes_down_False_mab_virus_PGDM1400|1798,-1.92573246371285,
m_goes_down_False_mab_virus_PGDM1400|2944,-2.70855577645813,
m_goes_down_False_mab_virus_PGDM1400|2946,0.466295295891676,
m_goes_down_False_mab_virus_PGDM1400|3430,-2.66653885646112,
m_goes_down_False_mab_virus_PGDM1400|4166,-2.5961850647572,
m_goes_down_False_mab_virus_PGDM1400|4168,1.31149621766558,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,-0.582329977547837,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,1.17804648307445,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.607223983353587,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,-0.239969589218025,
m_goes_down_False_mab_virus_PGT121|1176,0.817567518904087,
m_goes_down_False_mab_virus_PGT121|1798,-2.41287878433424,
m_goes_down_False_mab_virus_PGT121|2944,-2.50842742526784,
m_goes_down_False_mab_virus_PGT121|2946,0.00655836186202352,
m_goes_down_False_mab_virus_PGT121|3430,-2.20170911267893,
m_goes_down_False_mab_virus_PGT121|4166,-2.54513461022025,
m_goes_down_False_mab_virus_PGT121|4168,-2.24455990810324,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,-2.54954791511871,
m_goes_down_False_mab_virus_PGT121|PVO.4,-1.974323667859,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,-2.52430243056606,
m_goes_down_False_mab_virus_PGT121|TRO.11,-2.46383064692821,
m_goes_down_False_mab_virus_VRC07-523LS|1176,-2.2598056762929,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.312356233294989,
m_goes_down_False_mab_virus_VRC07-523LS|2944,-2.05386983183937,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.611591630771336,
m_goes_down_False_mab_virus_VRC07-523LS|3430,-2.34974499712487,
m_goes_down_False_mab_virus_VRC07-523LS|4166,-2.50486250803848,
m_goes_down_False_mab_virus_VRC07-523LS|4168,-2.42178356904495,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,-1.85899328696599,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,-1.68187119237857,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,-2.44326881052939,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,-1.84191053128949,
m_goes_down_False_mab_virus_nan|1176,2.05904331032067,
m_goes_down_False_mab_virus_nan|1798,1.84843158132558,
m_goes_down_False_mab_virus_nan|2944,0.521529993534726,
m_goes_down_False_mab_virus_nan|2946,1.32599820954054,
m_goes_down_False_mab_virus_nan|3430,1.67589333298506,
m_goes_down_False_mab_virus_nan|4166,1.57719503287227,
m_goes_down_False_mab_virus_nan|4168,0.55060058183455,
m_goes_down_False_mab_virus_nan|Ce1176_A3,1.30289610104323,
m_goes_down_False_mab_virus_nan|PVO.4,0.816375541882898,
m_goes_down_False_mab_virus_nan|RHPA4259.7,0.859311107400082,
m_goes_down_False_mab_virus_nan|TRO.11,1.26093842685056,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,4.48966359741182,
