parameter,value,CV
L_goes_down_False,5.00094645170137e-15,
L_goes_down_True,5.00094645144315e-15,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.644056758408947,
m_goes_down_False_mab_virus_PGDM1400|1176,22.0826011668269,
m_goes_down_False_mab_virus_PGDM1400|1798,0.263840329054784,
m_goes_down_False_mab_virus_PGDM1400|2944,0.64855234938618,
m_goes_down_False_mab_virus_PGDM1400|2946,0.35851613800231,
m_goes_down_False_mab_virus_PGDM1400|3430,0.559705631145344,
m_goes_down_False_mab_virus_PGDM1400|4166,0.481421316977142,
m_goes_down_False_mab_virus_PGDM1400|4168,0.543338484245484,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.248721060825183,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.607996796667634,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.713587529380368,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.569572666237601,
m_goes_down_False_mab_virus_PGT121|1176,0.420923994276055,
m_goes_down_False_mab_virus_PGT121|1798,0.661063491046131,
m_goes_down_False_mab_virus_PGT121|2944,0.686671069337362,
m_goes_down_False_mab_virus_PGT121|2946,0.554310717990826,
m_goes_down_False_mab_virus_PGT121|3430,0.459526935534529,
m_goes_down_False_mab_virus_PGT121|4166,0.706088841977194,
m_goes_down_False_mab_virus_PGT121|4168,0.230708281760282,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.743165385975918,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.626440756294784,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.72099025357883,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.716671301323879,
m_goes_down_False_mab_virus_VRC07-523LS|1176,0.556333837450955,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.763797928731787,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.643936696194463,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.687133255919027,
m_goes_down_False_mab_virus_VRC07-523LS|3430,0.663814883023178,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.686543059760638,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.453426354734178,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.70732473210317,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.685773338305279,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.671810142412981,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.834544945600274,
m_goes_down_False_mab_virus_nan|1176,0.362961614532042,
m_goes_down_False_mab_virus_nan|1798,0.375259555339221,
m_goes_down_False_mab_virus_nan|2944,0.96146377182746,
m_goes_down_False_mab_virus_nan|2946,0.322171057064085,
m_goes_down_False_mab_virus_nan|3430,0.454235118102246,
m_goes_down_False_mab_virus_nan|4166,1.86502330851981,
m_goes_down_False_mab_virus_nan|4168,0.191211863754824,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.584637781788069,
m_goes_down_False_mab_virus_nan|PVO.4,0.200586854624247,
m_goes_down_False_mab_virus_nan|RHPA4259.7,1.34639997185663,
m_goes_down_False_mab_virus_nan|TRO.11,2.09608127042836,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.45060969702524,
m_goes_down_True_mab_virus_PGDM1400|1176,49.7366652393704,
m_goes_down_True_mab_virus_PGDM1400|1798,0.594247843526523,
m_goes_down_True_mab_virus_PGDM1400|2944,1.46073512119056,
m_goes_down_True_mab_virus_PGDM1400|2946,0.807486265047419,
m_goes_down_True_mab_virus_PGDM1400|3430,1.26062556664228,
m_goes_down_True_mab_virus_PGDM1400|4166,1.08430572561165,
m_goes_down_True_mab_virus_PGDM1400|4168,1.22376182490587,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.560194700198029,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,1.36939180823927,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.60721392374269,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,1.28284909989279,
m_goes_down_True_mab_virus_PGT121|1176,0.948047543691389,
m_goes_down_True_mab_virus_PGT121|1798,1.4889139783733,
m_goes_down_True_mab_virus_PGT121|2944,1.54658995320253,
m_goes_down_True_mab_virus_PGT121|2946,1.24847459821538,
m_goes_down_True_mab_virus_PGT121|3430,1.03499298785003,
m_goes_down_True_mab_virus_PGT121|4166,1.5903246224195,
m_goes_down_True_mab_virus_PGT121|4168,0.519624499449777,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,1.67383216046568,
m_goes_down_True_mab_virus_PGT121|PVO.4,1.41093315740977,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,1.62388708704156,
m_goes_down_True_mab_virus_PGT121|TRO.11,1.61415950645146,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.25303127224882,
m_goes_down_True_mab_virus_VRC07-523LS|1798,1.72030285765996,
m_goes_down_True_mab_virus_VRC07-523LS|2944,1.45033928077651,
m_goes_down_True_mab_virus_VRC07-523LS|2946,1.54763093651409,
m_goes_down_True_mab_virus_VRC07-523LS|3430,1.49511094134296,
m_goes_down_True_mab_virus_VRC07-523LS|4166,1.54630163710168,
m_goes_down_True_mab_virus_VRC07-523LS|4168,1.02125264346122,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,1.59310821901684,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,1.54456799267893,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,1.51311867226054,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,1.87964643625784,
m_goes_down_True_mab_virus_nan|1176,0.817498816391277,
m_goes_down_True_mab_virus_nan|1798,0.845197481074814,
m_goes_down_True_mab_virus_nan|2944,2.16550583864194,
m_goes_down_True_mab_virus_nan|2946,0.725626202002045,
m_goes_down_True_mab_virus_nan|3430,1.02307422202398,
m_goes_down_True_mab_virus_nan|4166,4.20059390914599,
m_goes_down_True_mab_virus_nan|4168,0.43066667669823,
m_goes_down_True_mab_virus_nan|Ce1176_A3,1.31678027508657,
m_goes_down_True_mab_virus_nan|PVO.4,0.451781978241379,
m_goes_down_True_mab_virus_nan|RHPA4259.7,3.03249803646903,
m_goes_down_True_mab_virus_nan|TRO.11,4.72100599355208,
e_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1,
e_goes_down_False_mab_virus_PGDM1400|1176,1,
e_goes_down_False_mab_virus_PGDM1400|1798,1,
e_goes_down_False_mab_virus_PGDM1400|2944,1,
e_goes_down_False_mab_virus_PGDM1400|2946,1,
e_goes_down_False_mab_virus_PGDM1400|3430,1,
e_goes_down_False_mab_virus_PGDM1400|4166,1,
e_goes_down_False_mab_virus_PGDM1400|4168,1,
e_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,1,
e_goes_down_False_mab_virus_PGDM1400|PVO.4,1,
e_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1,
e_goes_down_False_mab_virus_PGDM1400|TRO.11,1,
e_goes_down_False_mab_virus_PGT121|1176,1,
e_goes_down_False_mab_virus_PGT121|1798,1,
e_goes_down_False_mab_virus_PGT121|2944,1,
e_goes_down_False_mab_virus_PGT121|2946,1,
e_goes_down_False_mab_virus_PGT121|3430,1,
e_goes_down_False_mab_virus_PGT121|4166,1,
e_goes_down_False_mab_virus_PGT121|4168,1,
e_goes_down_False_mab_virus_PGT121|Ce1176_A3,1,
e_goes_down_False_mab_virus_PGT121|PVO.4,1,
e_goes_down_False_mab_virus_PGT121|RHPA4259.7,1,
e_goes_down_False_mab_virus_PGT121|TRO.11,1,
e_goes_down_False_mab_virus_VRC07-523LS|1176,1,
