rep,id,U,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,1.42772e-07,0.214342,0.0117352,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,1.42772e-07,0.214342,113.558,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,1.42772e-07,0.214342,0.00570981,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,1.42772e-07,0.214342,0.730898,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,1.42772e-07,0.214342,213.705,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,1.42772e-07,0.214342,0.27347,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,1.42772e-07,0.214342,1.6213,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,1.42772e-07,0.214342,0.943812,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|sample|10|nan|2946,1,4.20813e-08,1.54686,2.426,0.137528,2.86559e-16,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|11|nan|2946,1,9.17783e-09,1.6082,1.74136,0.137528,2.86559e-16,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|12|nan|2946,1,9.17783e-09,1.6082,2.43614,0.137528,2.86559e-16,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|3|nan|2946,1,1.88508e-09,0.812125,0.976537,0.137528,2.86559e-16,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|4|nan|2946,1,1.88508e-09,0.812125,1.58484,0.137528,2.86559e-16,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|5|nan|2946,1,1.88508e-09,0.812125,0.955522,0.137528,2.86559e-16,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|6|nan|2946,1,1.88508e-09,0.812125,0.745455,0.137528,2.86559e-16,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|7|nan|2946,1,4.20813e-08,1.54686,1.96931,0.137528,2.86559e-16,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|8|nan|2946,1,4.20813e-08,1.54686,2.42246,0.137528,2.86559e-16,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|9|nan|2946,1,4.20813e-08,1.54686,2.44528,0.137528,2.86559e-16,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,1.42772e-07,0.214342,0.080944,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,1.42772e-07,0.214342,5.85254,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,1.42772e-07,0.214342,0.701941,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,1.42772e-07,0.214342,37.7934,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,1.42772e-07,0.214342,0.734446,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|6|2|nan|2946,1,1.42772e-07,0.214342,17.2183,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|7|2|nan|2946,1,1.42772e-07,0.214342,3.57974,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1,1.42772e-07,0.214342,72.4902,0.137528,2.86559e-16,False,nan|2946,1313842
1,130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,1,7.02524e-08,0.345948,11.1887,0.137528,2.86559e-16,False,nan|PVO.4,1313860
