id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,0,0.0842587,0.164937,0,0,0,0,0,3.92361e-08,3.44719e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,0,0.0897833,0.847626,0,0,0,0,0,6.06903e-08,-5.45727e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,0,0.0738942,0.0999618,0,0,0,0,0,-1.25713e-07,7.44473e-08,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,0,0.0174859,-0.119049,0,0,0,0,0,4.54064e-08,-3.56129e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,0,-0.0243588,0.0527695,0,0,0,0,0,-4.8135e-08,-2.38847e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,0,-0.0127607,-0.668915,0,0,0,0,0,2.40294e-07,5.96108e-08,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,0,0.124077,-0.215741,0,0,0,0,0,2.72511e-08,-2.14287e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,0,-0.0894476,0.189851,0,0,0,0,0,6.28918e-08,-1.71689e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,0,-0.379605,-2.80294,0,0,0,0,0,-0.366569,-2.83302,0,0,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,0,-0.135475,-3.3848,0,0,0,0,0,-0.203337,-3.31404,0,0,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,0,-0.563679,-3.14105,0,0,0,0,0,-0.296557,-3.08583,0,0,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,0,-0.0846034,-4.36205,0,0,0,0,0,0.00152214,-4.22134,0,0,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,0,0.0170817,-4.29333,0,0,0,0,0,-0.000753341,-4.16133,0,0,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,0,-0.409187,-3.95157,0,0,0,0,0,-0.00683327,-3.99601,0,0,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,0,0.200612,-4.069,0,0,0,0,0,-0.0244514,-4.06684,0,0,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,0,-0.219767,-3.29299,0,0,0,0,0,-0.0596201,-3.25065,0,0,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,0,-0.401013,-3.14342,0,0,0,0,0,-0.0753916,-3.13196,0,0,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,0,-0.596353,-2.89221,0,0,0,0,0,-0.373451,-2.82963,0,0,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,0,0.19231,0.580774,0,0,0,0,0,-3.12995e-08,4.82037e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,0,-0.00686611,0.551617,0,0,0,0,0,6.03723e-08,2.43681e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,0,0.142734,0.0888609,0,0,0,0,0,-1.30193e-09,-4.44824e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,0,0.00198507,0.0456711,0,0,0,0,0,-1.38172e-07,-6.63638e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|5|2|nan|2946,0,-0.0555649,0.472795,0,0,0,0,0,-2.85305e-08,-3.92464e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|6|2|nan|2946,0,-0.080852,0.0281157,0,0,0,0,0,1.42902e-07,6.21953e-09,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|7|2|nan|2946,0,0.0858002,-0.431206,0,0,0,0,0,-4.75045e-08,-2.84789e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|8|2|nan|2946,0,-0.259284,0.144179,0,0,0,0,0,-5.54474e-08,4.64044e-07,0,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,0,-0.0793346,-0.242199,0,0,0,0,0,-2.93284e-08,-2.93556e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,0,0.0376303,-0.0911538,0,0,0,0,0,-1.90671e-07,1.41408e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,0,-0.000856085,0.0621027,0,0,0,0,0,1.47204e-07,-2.86208e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,0,-0.160666,0.105901,0,0,0,0,0,1.80833e-07,-1.77133e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,0,0.17114,-0.348851,0,0,0,0,0,1.69061e-07,-1.92163e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|6|1|PVO.4|5024,0,-0.192991,-0.474817,0,0,0,0,0,1.37779e-09,-2.84672e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|7|1|PVO.4|5024,0,0.226992,-0.210239,0,0,0,0,0,2.02267e-07,2.56126e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|8|1|PVO.4|5024,0,-0.0331784,0.216862,0,0,0,0,0,-6.60589e-08,2.74709e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|10|PVO.4|5024,0,-1.05028,-1.59402,0,0,0,0,0,-0.430797,-1.52917,0,0,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|11|PVO.4|5024,0,-0.925166,-1.16375,0,0,0,0,0,-0.406924,-0.937902,0,0,0,0,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|12|PVO.4|5024,0,-0.745384,-0.543422,0,0,0,0,0,-0.405894,-0.528839,0,0,0,0,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|3|PVO.4|5024,0,0.107642,-4.31298,0,0,0,0,0,-0.00217038,-4.19337,0,0,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|4|PVO.4|5024,0,0.0749084,-4.3307,0,0,0,0,0,-0.00289629,-4.20785,0,0,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|5|PVO.4|5024,0,-0.348966,-3.8512,0,0,0,0,0,-0.104138,-3.77147,0,0,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|6|PVO.4|5024,0,-0.120701,-3.77541,0,0,0,0,0,-0.105311,-3.76039,0,0,0,0,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|7|PVO.4|5024,0,-0.166791,-1.7388,0,0,0,0,0,-0.267413,-1.67185,0,0,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|8|PVO.4|5024,0,-0.220951,-1.58222,0,0,0,0,0,-0.263504,-1.65292,0,0,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|9|PVO.4|5024,0,-0.450955,-1.56711,0,0,0,0,0,-0.348972,-1.48863,0,0,0,0,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|1|2|PVO.4|5024,0,0.0066746,-0.131387,0,0,0,0,0,-1.61113e-07,4.66682e-09,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|2|2|PVO.4|5024,0,-0.117569,0.0590617,0,0,0,0,0,-5.93313e-08,1.40036e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|3|2|PVO.4|5024,0,0.0397835,0.228735,0,0,0,0,0,2.45592e-08,5.52349e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|4|2|PVO.4|5024,0,0.18946,-0.383474,0,0,0,0,0,1.2238e-07,3.55037e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|5|2|PVO.4|5024,0,0.159003,0.314754,0,0,0,0,0,-1.21832e-07,7.70709e-08,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|6|2|PVO.4|5024,0,0.0389167,-0.262379,0,0,0,0,0,-3.85309e-08,-3.75576e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|7|2|PVO.4|5024,0,-0.10945,-0.0366393,0,0,0,0,0,9.01353e-08,-2.43839e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|vc|8|2|PVO.4|5024,0,-0.132354,0.158544,0,0,0,0,0,1.00657e-07,1.87946e-07,0,0,0,0,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313884|cc|1|1|nan|4168,0,0.0612909,0.130625,0,0,0,0,0,3.76654e-08,1.6668e-07,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|cc|2|1|nan|4168,0,-0.188233,0.028735,0,0,0,0,0,-1.91246e-07,5.11315e-08,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|cc|3|1|nan|4168,0,-0.276,-0.361621,0,0,0,0,0,-1.40444e-07,2.78153e-07,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|cc|4|1|nan|4168,0,-0.0967377,0.290748,0,0,0,0,0,-9.54873e-08,-1.31323e-07,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|cc|5|1|nan|4168,0,-0.115122,-0.248109,0,0,0,0,0,-7.87348e-08,-1.89391e-07,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|cc|6|1|nan|4168,0,0.20822,-0.0818459,0,0,0,0,0,2.12475e-07,2.05319e-07,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|cc|7|1|nan|4168,0,-0.00533655,0.333859,0,0,0,0,0,3.44229e-08,-4.62171e-07,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|cc|8|1|nan|4168,0,0.134342,-0.119522,0,0,0,0,0,2.94311e-07,-3.99859e-07,0,0,0,0,False,nan|4168,1313884
130_bNAb_Combinations|1313884|sample|10|nan|4168,0,0.139332,-3.72338,0,0,0,0,0,0.0597646,-3.75489,0,0,0,0,True,PGT121|4168,1313884
130_bNAb_Combinations|1313884|sample|11|nan|4168,0,-0.612413,-2.44602,0,0,0,0,0,-0.116016,-2.4414,0,0,0,0,True,VRC07-523LS|4168,1313884
130_bNAb_Combinations|1313884|sample|12|nan|4168,0,0.88497,-2.29825,0,0,0,0,0,1.75219,-2.16698,0,0,0,0,True,VRC07-523LS|4168,1313884
130_bNAb_Combinations|1313884|sample|3|nan|4168,0,0.0255293,-4.69812,0,0,0,0,0,0.00953812,-4.68758,0,0,0,0,True,PGDM1400|4168,1313884
130_bNAb_Combinations|1313884|sample|4|nan|4168,0,-0.058511,-4.71131,0,0,0,0,0,0.00932354,-4.7399,0,0,0,0,True,PGDM1400|4168,1313884
130_bNAb_Combinations|1313884|sample|5|nan|4168,0,0.0594051,-4.52956,0,0,0,0,0,-0.000175825,-4.44295,0,0,0,0,True,PGDM1400|4168,1313884
