parameter,value,CV
U_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1,
U_goes_down_False_mab_virus_PGDM1400|1176,0.745408639122362,
U_goes_down_False_mab_virus_PGDM1400|1798,0.840429556919696,
U_goes_down_False_mab_virus_PGDM1400|2944,0.0508399096608028,
U_goes_down_False_mab_virus_PGDM1400|2946,0.812631979531375,
U_goes_down_False_mab_virus_PGDM1400|3430,3.35402681196999,
U_goes_down_False_mab_virus_PGDM1400|4166,2.03921225357747,
U_goes_down_False_mab_virus_PGDM1400|4168,0.901133425609184,
U_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.79970984117691,
U_goes_down_False_mab_virus_PGDM1400|PVO.4,0.805711240521039,
U_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.714297872810899,
U_goes_down_False_mab_virus_PGDM1400|TRO.11,0.890387846976212,
U_goes_down_False_mab_virus_PGT121|1176,0.762025343861779,
U_goes_down_False_mab_virus_PGT121|1798,0.705336698613914,
U_goes_down_False_mab_virus_PGT121|2944,0.910818453139511,
U_goes_down_False_mab_virus_PGT121|2946,0.793458788809979,
U_goes_down_False_mab_virus_PGT121|3430,0.750177105973345,
U_goes_down_False_mab_virus_PGT121|4166,1.65603178930588,
U_goes_down_False_mab_virus_PGT121|4168,1.03237423506623,
U_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.813509829539503,
U_goes_down_False_mab_virus_PGT121|PVO.4,0.892580283060661,
U_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.691338917973248,
U_goes_down_False_mab_virus_PGT121|TRO.11,0.876666143805762,
U_goes_down_False_mab_virus_VRC07-523LS|1176,0.682734617108319,
U_goes_down_False_mab_virus_VRC07-523LS|1798,0.775956925819733,
U_goes_down_False_mab_virus_VRC07-523LS|2944,0.737261473982342,
U_goes_down_False_mab_virus_VRC07-523LS|2946,0.836644358921125,
U_goes_down_False_mab_virus_VRC07-523LS|3430,0.840001787292312,
U_goes_down_False_mab_virus_VRC07-523LS|4166,2.38192044500246,
U_goes_down_False_mab_virus_VRC07-523LS|4168,0.692725259585401,
U_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.800605539014933,
U_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.895280405341463,
U_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.954080324685121,
U_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.870427785487318,
U_goes_down_False_mab_virus_nan|1176,0.937378053167264,
U_goes_down_False_mab_virus_nan|1798,1.05570745770341,
U_goes_down_False_mab_virus_nan|2944,1.06988757843601,
U_goes_down_False_mab_virus_nan|2946,1.08521806840589,
U_goes_down_False_mab_virus_nan|3430,1.1172153481762,
U_goes_down_False_mab_virus_nan|4166,0.966405299029931,
U_goes_down_False_mab_virus_nan|4168,1.06692432687701,
U_goes_down_False_mab_virus_nan|Ce1176_A3,1.06749573407629,
