parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,2.0914160243257e-13,
L_goes_down_True_mab_virus_PGT121|2946,2.12891771613348e-13,
L_goes_down_True_mab_virus_PGT121|3430,2.08431861478985e-13,
L_goes_down_True_mab_virus_PGT121|4166,2.07086906912826e-13,
L_goes_down_True_mab_virus_PGT121|4168,2.08430392023136e-13,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,2.08430222471748e-13,
L_goes_down_True_mab_virus_PGT121|PVO.4,2.08426234545671e-13,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,2.0843061409795e-13,
L_goes_down_True_mab_virus_PGT121|TRO.11,2.08432009221734e-13,
L_goes_down_True_mab_virus_VRC07-523LS|1176,2.01577735605929e-13,
L_goes_down_True_mab_virus_VRC07-523LS|1798,2.08430281129532e-13,
L_goes_down_True_mab_virus_VRC07-523LS|2944,2.08430629821564e-13,
L_goes_down_True_mab_virus_VRC07-523LS|2946,2.1038178548822e-13,
L_goes_down_True_mab_virus_VRC07-523LS|3430,2.07944402627835e-13,
L_goes_down_True_mab_virus_VRC07-523LS|4166,2.08429037101652e-13,
L_goes_down_True_mab_virus_VRC07-523LS|4168,2.08430419502006e-13,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,2.08430153935346e-13,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,2.084302759946e-13,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,2.08430937979476e-13,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,2.08430397532418e-13,
L_goes_down_True_mab_virus_nan|1176,2.08428676461086e-13,
L_goes_down_True_mab_virus_nan|1798,2.08430342403439e-13,
L_goes_down_True_mab_virus_nan|2944,2.08432656398034e-13,
L_goes_down_True_mab_virus_nan|2946,2.08430292617325e-13,
L_goes_down_True_mab_virus_nan|3430,2.08429743419569e-13,
L_goes_down_True_mab_virus_nan|4166,2.0843029345952e-13,
L_goes_down_True_mab_virus_nan|4168,2.08430526033083e-13,
L_goes_down_True_mab_virus_nan|Ce1176_A3,2.08430209736892e-13,
L_goes_down_True_mab_virus_nan|PVO.4,2.08431016869385e-13,
L_goes_down_True_mab_virus_nan|RHPA4259.7,2.08430229093448e-13,
L_goes_down_True_mab_virus_nan|TRO.11,2.08430290031498e-13,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.623325915382459,
m_goes_down_False_mab_virus_PGDM1400|1176,47.2007725304153,
m_goes_down_False_mab_virus_PGDM1400|1798,0.24749834853442,
m_goes_down_False_mab_virus_PGDM1400|2944,0.501462413025544,
m_goes_down_False_mab_virus_PGDM1400|2946,0.29998408817701,
m_goes_down_False_mab_virus_PGDM1400|3430,0.383626489482687,
m_goes_down_False_mab_virus_PGDM1400|4166,0.355611960932929,
m_goes_down_False_mab_virus_PGDM1400|4168,0.433362577171223,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.235978314170702,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.546520296778307,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.688835238074044,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.522560335117459,
m_goes_down_False_mab_virus_PGT121|1176,0.349077072912284,
m_goes_down_False_mab_virus_PGT121|1798,0.749097866442277,
m_goes_down_False_mab_virus_PGT121|2944,0.637686718547105,
m_goes_down_False_mab_virus_PGT121|2946,0.609734839988805,
m_goes_down_False_mab_virus_PGT121|3430,0.366639356709768,
m_goes_down_False_mab_virus_PGT121|4166,0.804444905549591,
m_goes_down_False_mab_virus_PGT121|4168,0.19874429473304,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.810335932006024,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.623190373267989,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.771464776226687,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.749842656095721,
m_goes_down_False_mab_virus_VRC07-523LS|1176,0.490533193210979,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.752411574574683,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.639730547801029,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.644737990233267,
m_goes_down_False_mab_virus_VRC07-523LS|3430,0.700848105190942,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.666948436224026,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.417865516900308,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.703939780969244,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.688272057853953,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.706888806728387,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.802980895213793,
m_goes_down_False_mab_virus_nan|1176,0.480752085224477,
m_goes_down_False_mab_virus_nan|1798,0.332357993762279,
m_goes_down_False_mab_virus_nan|2944,0.430062193765249,
m_goes_down_False_mab_virus_nan|2946,0.427017336282941,
m_goes_down_False_mab_virus_nan|3430,0.689503388418083,
m_goes_down_False_mab_virus_nan|4166,1.83417435359864,
m_goes_down_False_mab_virus_nan|4168,0.294902724148247,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.363849678416726,
m_goes_down_False_mab_virus_nan|PVO.4,0.289802916554238,
m_goes_down_False_mab_virus_nan|RHPA4259.7,1.22013901206063,
m_goes_down_False_mab_virus_nan|TRO.11,0.985978666988786,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.54467074769252,
m_goes_down_True_mab_virus_PGDM1400|1176,116.968749087683,
m_goes_down_True_mab_virus_PGDM1400|1798,0.613328356240012,
m_goes_down_True_mab_virus_PGDM1400|2944,1.24267947369489,
m_goes_down_True_mab_virus_PGDM1400|2946,0.743393839955974,
m_goes_down_True_mab_virus_PGDM1400|3430,0.950668986673344,
m_goes_down_True_mab_virus_PGDM1400|4166,0.881245878002085,
m_goes_down_True_mab_virus_PGDM1400|4168,1.0739205278996,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.584780433468136,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,1.35433790673649,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.70701011457212,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,1.29496246448388,
m_goes_down_True_mab_virus_PGT121|1176,0.865051700741314,
m_goes_down_True_mab_virus_PGT121|1798,1.85634759103877,
m_goes_down_True_mab_virus_PGT121|2944,1.58025841060589,
m_goes_down_True_mab_virus_PGT121|2946,1.5109905555616,
m_goes_down_True_mab_virus_PGT121|3430,0.908572987720057,
m_goes_down_True_mab_virus_PGT121|4166,1.99350369215804,
m_goes_down_True_mab_virus_PGT121|4168,0.492510403897682,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,2.00810230905583,
m_goes_down_True_mab_virus_PGT121|PVO.4,1.54433485930069,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,1.91177527406564,
m_goes_down_True_mab_virus_PGT121|TRO.11,1.85819326240019,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.21559565489955,
m_goes_down_True_mab_virus_VRC07-523LS|1798,1.86455932729455,
m_goes_down_True_mab_virus_VRC07-523LS|2944,1.58532324616607,
m_goes_down_True_mab_virus_VRC07-523LS|2946,1.59773224385885,
m_goes_down_True_mab_virus_VRC07-523LS|3430,1.73677933156353,
m_goes_down_True_mab_virus_VRC07-523LS|4166,1.65277219225259,
m_goes_down_True_mab_virus_VRC07-523LS|4168,1.03551709386136,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,1.74444084702156,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,1.70561449152777,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,1.75174885991165,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,1.98987571218124,
m_goes_down_True_mab_virus_nan|1176,1.19135698454441,
m_goes_down_True_mab_virus_nan|1798,0.823619968393842,
m_goes_down_True_mab_virus_nan|2944,1.06574181179367,
m_goes_down_True_mab_virus_nan|2946,1.05819631726546,
m_goes_down_True_mab_virus_nan|3430,1.70866586522524,
m_goes_down_True_mab_virus_nan|4166,4.54528746560018,
m_goes_down_True_mab_virus_nan|4168,0.730801656348799,
m_goes_down_True_mab_virus_nan|Ce1176_A3,0.901659855523249,
m_goes_down_True_mab_virus_nan|PVO.4,0.718163767541477,
m_goes_down_True_mab_virus_nan|RHPA4259.7,3.02363979025658,
m_goes_down_True_mab_virus_nan|TRO.11,2.44336448583556,
e_goes_down_False,1,
e_goes_down_True,1,
alpha_run_id_1200432,0.165363199399242,
alpha_run_id_1313842,0.132275535527867,
alpha_run_id_1313860,0.16536318116915,
alpha_run_id_1313884,0.110610581658466,
alpha_run_id_1313920,0.165363223793928,
alpha_run_id_1313938,0.16536357835662,
alpha_run_id_1313956,0.210527906591341,
alpha_run_id_1313974,0.165359455621685,
alpha_run_id_1313992,0.165363205572649,
alpha_run_id_1314016,0.165363198690927,
alpha_run_id_1314040,0.165363264437165,
alpha_run_id_1314058,0.165363203292513,
alpha_run_id_1342240,0.110919102290889,
alpha_run_id_1342258,0.084381344355631,
alpha_run_id_1342276,0.159741136047258,
alpha_run_id_1342294,0.165359946328712,
alpha_run_id_1342312,0.165364864608978,
alpha_run_id_1342336,0.165366630488195,
alpha_run_id_1342348,0.165455458859323,
alpha_run_id_1342372,0.165337695416432,
alpha_run_id_1342384,0.114156195433835,
alpha_run_id_1342396,0.127765539767328,
alpha_run_id_1342408,0.16538838399747,
k_run_id_1200432,1.35064574920004e-08,
k_run_id_1313842,1.35057404106698e-08,
k_run_id_1313860,1.35063858422399e-08,
k_run_id_1313884,1.3505369681411e-08,
k_run_id_1313920,1.35064476837412e-08,
k_run_id_1313938,1.35065738351422e-08,
k_run_id_1313956,1.35074085136795e-08,
k_run_id_1313974,1.35064554962798e-08,
k_run_id_1313992,1.42911830569584e-08,
k_run_id_1314016,1.35064550702901e-08,
k_run_id_1314040,1.35067890137566e-08,
k_run_id_1314058,1.35065070980059e-08,
k_run_id_1342240,1.35064661979783e-08,
k_run_id_1342258,1.35064577524491e-08,
k_run_id_1342276,1.35064709022697e-08,
k_run_id_1342294,1.35085690265962e-08,
k_run_id_1342312,1.35064119575826e-08,
k_run_id_1342336,1.35064572335025e-08,
k_run_id_1342348,1.35064586624447e-08,
k_run_id_1342372,1.35064053160721e-08,
k_run_id_1342384,1.35063884787119e-08,
k_run_id_1342396,1.3506787931304e-08,
k_run_id_1342408,1.35064590137197e-08,
omega_m,5.61648481339804e-08,5.57550398524693e-06
omega_e,2.84150712955542,5665.19051687512
a,0.00238376589652399,
b,0.16107059878698,
