parameter,value,CV
L_goes_down_False,0.106088594451567,
L_goes_down_True,0.106088594451519,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1.19652696109233,
m_goes_down_False_mab_virus_PGDM1400|1176,0.846622909987591,
m_goes_down_False_mab_virus_PGDM1400|1798,0.957628561211775,
m_goes_down_False_mab_virus_PGDM1400|2944,0.286523473460427,
m_goes_down_False_mab_virus_PGDM1400|2946,1.01690340771962,
m_goes_down_False_mab_virus_PGDM1400|3430,1.88411902179288,
m_goes_down_False_mab_virus_PGDM1400|4166,-4.13519032428588,
m_goes_down_False_mab_virus_PGDM1400|4168,1.50615699762327,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.551947032281293,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,7.02747011469853,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1.38238875523667,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.495785829464747,
m_goes_down_False_mab_virus_PGT121|1176,2.41608822215321,
m_goes_down_False_mab_virus_PGT121|1798,0.885273723639526,
m_goes_down_False_mab_virus_PGT121|2944,0.350925360771169,
m_goes_down_False_mab_virus_PGT121|2946,1.10405089729052,
m_goes_down_False_mab_virus_PGT121|3430,-3.18205567864708,
m_goes_down_False_mab_virus_PGT121|4166,1.48266141135935,
m_goes_down_False_mab_virus_PGT121|4168,0.661908687621503,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,-1.41922576105067,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.789355372169071,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.607777288505875,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.830404288126792,
m_goes_down_False_mab_virus_VRC07-523LS|1176,1.11017365606942,
m_goes_down_False_mab_virus_VRC07-523LS|1798,1.40358995072222,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.864405095512025,
m_goes_down_False_mab_virus_VRC07-523LS|2946,2.00169524919078,
m_goes_down_False_mab_virus_VRC07-523LS|3430,0.904525808179241,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.624272090293778,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.89372229931025,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.903648542861344,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,1.60227958646676,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.615375339135102,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,1.14294670996184,
m_goes_down_False_mab_virus_nan|1176,2.16562325305713,
m_goes_down_False_mab_virus_nan|1798,0.878063195036476,
m_goes_down_False_mab_virus_nan|2944,1.11887279801719,
m_goes_down_False_mab_virus_nan|2946,1.99238062256035,
m_goes_down_False_mab_virus_nan|3430,1.00974486887036,
m_goes_down_False_mab_virus_nan|4166,0.918455043958396,
m_goes_down_False_mab_virus_nan|4168,1.86001736304256,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.716886427529191,
m_goes_down_False_mab_virus_nan|PVO.4,1.3467442817567,
m_goes_down_False_mab_virus_nan|RHPA4259.7,0.955273160635015,
m_goes_down_False_mab_virus_nan|TRO.11,1.33453375200342,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.25825572773797,
m_goes_down_True_mab_virus_PGDM1400|1176,0.908351676633232,
m_goes_down_True_mab_virus_PGDM1400|1798,1.01935732785742,
m_goes_down_True_mab_virus_PGDM1400|2944,0.348252240106068,
m_goes_down_True_mab_virus_PGDM1400|2946,1.07863217436526,
m_goes_down_True_mab_virus_PGDM1400|3430,1.94584778843852,
m_goes_down_True_mab_virus_PGDM1400|4166,-4.07346155764024,
m_goes_down_True_mab_virus_PGDM1400|4168,1.56788576426891,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.613675798926934,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,7.08919888134417,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.44411752188231,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,0.557514596110388,
m_goes_down_True_mab_virus_PGT121|1176,2.47781698879885,
m_goes_down_True_mab_virus_PGT121|1798,0.947002490285166,
m_goes_down_True_mab_virus_PGT121|2944,0.41265412741681,
m_goes_down_True_mab_virus_PGT121|2946,1.16577966393616,
m_goes_down_True_mab_virus_PGT121|3430,-3.12032691200144,
m_goes_down_True_mab_virus_PGT121|4166,1.54439017800499,
m_goes_down_True_mab_virus_PGT121|4168,0.723637454267144,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,-1.35749699440502,
m_goes_down_True_mab_virus_PGT121|PVO.4,0.851084138814712,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,0.669506055151516,
m_goes_down_True_mab_virus_PGT121|TRO.11,0.892133054772433,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.17190242271506,
m_goes_down_True_mab_virus_VRC07-523LS|1798,1.46531871736786,
m_goes_down_True_mab_virus_VRC07-523LS|2944,0.926133862157666,
m_goes_down_True_mab_virus_VRC07-523LS|2946,2.06342401583642,
