"importanceSampling.OFV","importanceSampling.AIC","importanceSampling.BIC","importanceSampling.BICc","importanceSampling.chosenDegree","importanceSampling.standardError"
-11344.6786290657,-10698.6786290657,-9279.54881553961,-9212.92998121385,5,0.841615928453597
