parameter,value,CV
L_goes_down_False,0.00348349764318545,
L_goes_down_True,0.00348351907512056,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.683119784417241,
m_goes_down_False_mab_virus_PGDM1400|1176,0.683147797858384,
m_goes_down_False_mab_virus_PGDM1400|1798,0.6831626243067,
m_goes_down_False_mab_virus_PGDM1400|2944,0.683248094969765,
m_goes_down_False_mab_virus_PGDM1400|2946,0.683161579260067,
m_goes_down_False_mab_virus_PGDM1400|3430,0.589199074672231,
m_goes_down_False_mab_virus_PGDM1400|4166,0.68314926706677,
m_goes_down_False_mab_virus_PGDM1400|4168,0.598510771342299,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.6831197969687,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.68312024352631,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.683117959378011,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.647146383198671,
m_goes_down_False_mab_virus_PGT121|1176,0.683146224426514,
m_goes_down_False_mab_virus_PGT121|1798,0.683026884362841,
m_goes_down_False_mab_virus_PGT121|2944,0.699032955028049,
m_goes_down_False_mab_virus_PGT121|2946,0.683115910122597,
m_goes_down_False_mab_virus_PGT121|3430,0.473204854975026,
m_goes_down_False_mab_virus_PGT121|4166,0.683119785435415,
m_goes_down_False_mab_virus_PGT121|4168,0.68311973117725,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.68309786005881,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.683059720244732,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.68312051859917,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.683117362153564,
m_goes_down_False_mab_virus_VRC07-523LS|1176,0.683119370809627,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.68310167841747,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.683383292076746,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.683086035471327,
m_goes_down_False_mab_virus_VRC07-523LS|3430,0.682961407055832,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.683119991162017,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.683119689870479,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.683084026443072,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.683099545090774,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.683119850993242,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.82711093952308,
m_goes_down_False_mab_virus_nan|1176,0.682747029705845,
m_goes_down_False_mab_virus_nan|1798,0.683120120490094,
m_goes_down_False_mab_virus_nan|2944,0.683194975012405,
m_goes_down_False_mab_virus_nan|2946,0.683129100703074,
m_goes_down_False_mab_virus_nan|3430,0.683120388394289,
m_goes_down_False_mab_virus_nan|4166,0.683123809288952,
m_goes_down_False_mab_virus_nan|4168,0.683132344392689,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.683116075526102,
m_goes_down_False_mab_virus_nan|PVO.4,0.683119784152009,
m_goes_down_False_mab_virus_nan|RHPA4259.7,0.68311856258376,
m_goes_down_False_mab_virus_nan|TRO.11,0.682927499854041,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.683119984187435,
m_goes_down_True_mab_virus_PGDM1400|1176,0.683147997628578,
m_goes_down_True_mab_virus_PGDM1400|1798,0.683162824076894,
m_goes_down_True_mab_virus_PGDM1400|2944,0.683248294739959,
m_goes_down_True_mab_virus_PGDM1400|2946,0.683161779030261,
m_goes_down_True_mab_virus_PGDM1400|3430,0.589199274442425,
m_goes_down_True_mab_virus_PGDM1400|4166,0.683149466836964,
m_goes_down_True_mab_virus_PGDM1400|4168,0.598510971112493,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.683119996738894,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,0.683120443296504,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,0.683118159148205,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,0.647146582968865,
m_goes_down_True_mab_virus_PGT121|1176,0.683146424196708,
m_goes_down_True_mab_virus_PGT121|1798,0.683027084133035,
m_goes_down_True_mab_virus_PGT121|2944,0.699033154798243,
m_goes_down_True_mab_virus_PGT121|2946,0.683116109892791,
m_goes_down_True_mab_virus_PGT121|3430,0.47320505474522,
m_goes_down_True_mab_virus_PGT121|4166,0.683119985205609,
m_goes_down_True_mab_virus_PGT121|4168,0.683119930947444,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,0.683098059829004,
m_goes_down_True_mab_virus_PGT121|PVO.4,0.683059920014926,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,0.683120718369364,
m_goes_down_True_mab_virus_PGT121|TRO.11,0.683117561923758,
m_goes_down_True_mab_virus_VRC07-523LS|1176,0.683119570579821,
m_goes_down_True_mab_virus_VRC07-523LS|1798,0.683101878187664,
m_goes_down_True_mab_virus_VRC07-523LS|2944,0.68338349184694,
m_goes_down_True_mab_virus_VRC07-523LS|2946,0.683086235241521,
m_goes_down_True_mab_virus_VRC07-523LS|3430,0.682961606826026,
m_goes_down_True_mab_virus_VRC07-523LS|4166,0.683120190932211,
m_goes_down_True_mab_virus_VRC07-523LS|4168,0.683119889640673,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,0.683084226213266,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,0.683099744860968,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,0.683120050763436,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,0.827111139293274,
m_goes_down_True_mab_virus_nan|1176,0.682747229476039,
