rep,id,U,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|sample|10|nan|2946,1,8.28239e-08,1.06156,5.38777,0.161609,4.34231e-09,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|11|nan|2946,1,2.39989e-07,1.01487,3.39665,0.161609,4.34231e-09,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|12|nan|2946,1,2.39989e-07,1.01487,3.39665,0.161609,4.34231e-09,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|3|nan|2946,1,2.22211e-06,0.708818,1.37263,0.161609,4.34231e-09,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|4|nan|2946,1,2.22211e-06,0.708818,1.37263,0.161609,4.34231e-09,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|5|nan|2946,1,2.22211e-06,0.708818,1.37263,0.161609,4.34231e-09,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|6|nan|2946,1,2.22211e-06,0.708818,1.37263,0.161609,4.34231e-09,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|7|nan|2946,1,8.28239e-08,1.06156,5.38777,0.161609,4.34231e-09,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|8|nan|2946,1,8.28239e-08,1.06156,5.38777,0.161609,4.34231e-09,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|9|nan|2946,1,8.28239e-08,1.06156,5.38777,0.161609,4.34231e-09,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|6|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|7|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1,6.98447e-08,2.22126,5.38701,0.161609,4.34231e-09,False,nan|2946,1313842
1,130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,1,3.04334e-08,0.318131,5.3871,0.161609,4.34341e-09,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,1,3.04334e-08,0.318131,5.3871,0.161609,4.34341e-09,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,1,3.04334e-08,0.318131,5.3871,0.161609,4.34341e-09,False,nan|PVO.4,1313860
