id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.0422561,2.01537,0.155365,66.0972,0.194145,0.0520228,1,0.0422561,2.01537,0.155365,66.098,0.194157,0.0520527,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.025969,3.37888,0.155365,66.0972,0.194145,0.0520228,1,0.025969,3.37888,0.155364,66.098,0.194157,0.0520527,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.025969,3.37888,0.155365,66.0972,0.194145,0.0520228,1,0.025969,3.37888,0.155364,66.098,0.194157,0.0520527,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.13475,3.27663,0.16552,66.0972,0.194145,0.0520228,1,0.13475,3.27663,0.16552,66.098,0.194157,0.0520527,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.13475,3.27663,0.16552,66.0972,0.194145,0.0520228,1,0.13475,3.27663,0.16552,66.098,0.194157,0.0520527,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.13475,3.27663,0.16552,66.0972,0.194145,0.0520228,1,0.13475,3.27663,0.16552,66.098,0.194157,0.0520527,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.13475,3.27663,0.16552,66.0972,0.194145,0.0520228,1,0.13475,3.27663,0.16552,66.098,0.194157,0.0520527,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.0422561,2.01537,0.155365,66.0972,0.194145,0.0520228,1,0.0422561,2.01537,0.155365,66.098,0.194157,0.0520527,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,1,0.0422561,2.01537,0.155365,66.0972,0.194145,0.0520228,1,0.0422561,2.01537,0.155365,66.098,0.194157,0.0520527,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,1,0.0422561,2.01537,0.155365,66.0972,0.194145,0.0520228,1,0.0422561,2.01537,0.155365,66.098,0.194157,0.0520527,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|6|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|7|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1,0.0230901,2.04082,0.15536,66.0971,0.194145,0.0520228,1,0.0230901,2.04082,0.155359,66.098,0.194157,0.0520527,False,nan|2946,1313842
130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,1,0.00588269,0.926302,0.155216,66.0971,0.174784,0.0520227,1,0.00588269,0.926302,0.155216,66.098,0.174793,0.0520527,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,1,0.00588269,0.926302,0.155216,66.0971,0.174784,0.0520227,1,0.00588269,0.926302,0.155216,66.098,0.174793,0.0520527,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,1,0.00588269,0.926302,0.155216,66.0971,0.174784,0.0520227,1,0.00588269,0.926302,0.155216,66.098,0.174793,0.0520527,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,1,0.00588269,0.926302,0.155216,66.0971,0.174784,0.0520227,1,0.00588269,0.926302,0.155216,66.098,0.174793,0.0520527,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,1,0.00588269,0.926302,0.155216,66.0971,0.174784,0.0520227,1,0.00588269,0.926302,0.155216,66.098,0.174793,0.0520527,False,nan|PVO.4,1313860
