id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.00435637,3.16883,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.00435637,3.19641,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.00435637,3.20455,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.00435637,3.13204,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.00435637,3.26928,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.00435637,3.15867,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.00435637,3.18683,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.00435637,3.25918,0.00394028,622.851,0.226162,5.59274e-05,1,0.00431281,3.20683,0.00392225,624.36,0.226639,5.52593e-05,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.00435613,1.22431,0.00393919,622.853,0.226162,5.59274e-05,1,0.00431256,1.28617,0.00392117,624.362,0.226639,5.52593e-05,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.00435613,1.28217,0.00393943,622.851,0.226162,5.59274e-05,1,0.00431256,1.29841,0.00392141,624.36,0.226639,5.52593e-05,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.00435613,1.17621,0.00393943,622.851,0.226162,5.59274e-05,1,0.00431256,1.1041,0.00392141,624.36,0.226639,5.52593e-05,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.00435613,1.5393,0.00393306,622.852,0.226162,5.59274e-05,1,0.00431256,1.4935,0.0039161,624.36,0.226639,5.52593e-05,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.00435613,1.49571,0.00393306,622.852,0.226162,5.59274e-05,1,0.00431256,1.48228,0.0039161,624.36,0.226639,5.52593e-05,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.00435613,3.26337,0.00393306,622.852,0.226162,5.59274e-05,1,0.00431256,3.19602,0.0039161,624.36,0.226639,5.52593e-05,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.00435613,3.24807,0.00393306,622.852,0.226162,5.59274e-05,1,0.00431256,3.16209,0.0039161,624.36,0.226639,5.52593e-05,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.00435613,1.19451,0.00393919,622.853,0.226162,5.59274e-05,1,0.00431256,1.2781,0.00392117,624.362,0.226639,5.52593e-05,True,PGT121|2946,1313842
