parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.00638130411062752,
L_goes_down_False_mab_virus_PGDM1400|1176,0.0206204276776837,
L_goes_down_False_mab_virus_PGDM1400|1798,0.158913358223386,
L_goes_down_False_mab_virus_PGDM1400|2944,0.00638131218507592,
L_goes_down_False_mab_virus_PGDM1400|2946,0.124413558876122,
L_goes_down_False_mab_virus_PGDM1400|3430,0.00638131188188437,
L_goes_down_False_mab_virus_PGDM1400|4166,0.00638124329003543,
L_goes_down_False_mab_virus_PGDM1400|4168,0.271844340929318,
L_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.00638128322175077,
L_goes_down_False_mab_virus_PGDM1400|PVO.4,0.00638125403656878,
L_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.0267257176677733,
L_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0373532490080442,
L_goes_down_False_mab_virus_PGT121|1176,0.16384271152566,
L_goes_down_False_mab_virus_PGT121|1798,0.00638131844412632,
L_goes_down_False_mab_virus_PGT121|2944,0.00638130440485469,
L_goes_down_False_mab_virus_PGT121|2946,0.00638130173703953,
L_goes_down_False_mab_virus_PGT121|3430,0.00638148457638071,
L_goes_down_False_mab_virus_PGT121|4166,0.0063813107517844,
L_goes_down_False_mab_virus_PGT121|4168,0.104682057865144,
L_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.00638137061585034,
L_goes_down_False_mab_virus_PGT121|PVO.4,0.00638130415883066,
L_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.00638130538870343,
L_goes_down_False_mab_virus_PGT121|TRO.11,0.00638131804707492,
L_goes_down_False_mab_virus_VRC07-523LS|1176,0.00638130975738553,
L_goes_down_False_mab_virus_VRC07-523LS|1798,0.00638178992861637,
L_goes_down_False_mab_virus_VRC07-523LS|2944,0.0063813823681321,
L_goes_down_False_mab_virus_VRC07-523LS|2946,0.00638132539291717,
L_goes_down_False_mab_virus_VRC07-523LS|3430,0.0063813133112303,
L_goes_down_False_mab_virus_VRC07-523LS|4166,0.00638130637705349,
L_goes_down_False_mab_virus_VRC07-523LS|4168,0.0205313744909816,
L_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.0063813044863223,
L_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.0063813040246507,
L_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.00638132095994807,
L_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.0063813132200856,
L_goes_down_False_mab_virus_nan|1176,0.0063813160799838,
L_goes_down_False_mab_virus_nan|1798,0.00638131357396292,
L_goes_down_False_mab_virus_nan|2944,0.00638130634183469,
L_goes_down_False_mab_virus_nan|2946,0.00638131275613144,
L_goes_down_False_mab_virus_nan|3430,0.00638132323862727,
L_goes_down_False_mab_virus_nan|4166,0.00638119320982475,
L_goes_down_False_mab_virus_nan|4168,0.00638130344452771,
L_goes_down_False_mab_virus_nan|Ce1176_A3,0.00638131210632334,
L_goes_down_False_mab_virus_nan|PVO.4,0.00638130506975897,
L_goes_down_False_mab_virus_nan|RHPA4259.7,0.00638127974770294,
L_goes_down_False_mab_virus_nan|TRO.11,0.00638130716880603,
L_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.00637491256655812,
L_goes_down_True_mab_virus_PGDM1400|1176,0.0205997741607933,
L_goes_down_True_mab_virus_PGDM1400|1798,0.158754189859883,
L_goes_down_True_mab_virus_PGDM1400|2944,0.00637492063291911,
L_goes_down_True_mab_virus_PGDM1400|2946,0.124288945673146,
L_goes_down_True_mab_virus_PGDM1400|3430,0.00637492033003125,
L_goes_down_True_mab_virus_PGDM1400|4166,0.00637485180688421,
