parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,3.34517186747682e-10,
L_goes_down_True_mab_virus_PGT121|1176,3.34425332742353e-10,
L_goes_down_True_mab_virus_PGT121|1798,3.34426753406175e-10,
L_goes_down_True_mab_virus_PGT121|2944,3.34427140374329e-10,
L_goes_down_True_mab_virus_PGT121|2946,9.66436591351846e-10,
L_goes_down_True_mab_virus_PGT121|3430,3.34427269201339e-10,
L_goes_down_True_mab_virus_PGT121|4166,3.34427079292881e-10,
L_goes_down_True_mab_virus_PGT121|4168,3.34427092595008e-10,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,3.34426692213315e-10,
L_goes_down_True_mab_virus_PGT121|PVO.4,3.34426562827073e-10,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,3.36457703903845e-10,
L_goes_down_True_mab_virus_PGT121|TRO.11,3.34768460289432e-10,
L_goes_down_True_mab_virus_VRC07-523LS|1176,1.29434495520114e-10,
L_goes_down_True_mab_virus_VRC07-523LS|1798,3.34427078307317e-10,
L_goes_down_True_mab_virus_VRC07-523LS|2944,3.53863462919728e-10,
L_goes_down_True_mab_virus_VRC07-523LS|2946,3.82025305848401e-10,
L_goes_down_True_mab_virus_VRC07-523LS|3430,3.34426988570298e-10,
L_goes_down_True_mab_virus_VRC07-523LS|4166,3.3442696681075e-10,
L_goes_down_True_mab_virus_VRC07-523LS|4168,3.34428980886472e-10,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,3.34427079152919e-10,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,3.34426497402019e-10,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,3.34427017774886e-10,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,3.3442709579162e-10,
L_goes_down_True_mab_virus_nan|1176,3.34426149033898e-10,
L_goes_down_True_mab_virus_nan|1798,3.34427084081332e-10,
L_goes_down_True_mab_virus_nan|2944,3.34428201544959e-10,
L_goes_down_True_mab_virus_nan|2946,3.34427381876588e-10,
L_goes_down_True_mab_virus_nan|3430,3.34423901199156e-10,
L_goes_down_True_mab_virus_nan|4166,3.34427084301148e-10,
L_goes_down_True_mab_virus_nan|4168,3.34439604678193e-10,
L_goes_down_True_mab_virus_nan|Ce1176_A3,3.34424386045684e-10,
L_goes_down_True_mab_virus_nan|PVO.4,3.34427125636139e-10,
L_goes_down_True_mab_virus_nan|RHPA4259.7,3.34425397254874e-10,
L_goes_down_True_mab_virus_nan|TRO.11,3.34427089684093e-10,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.647892160728037,
m_goes_down_False_mab_virus_PGDM1400|1176,15.6446286686833,
m_goes_down_False_mab_virus_PGDM1400|1798,0.256215471927725,
m_goes_down_False_mab_virus_PGDM1400|2944,0.597070936367136,
m_goes_down_False_mab_virus_PGDM1400|2946,0.356419161030673,
m_goes_down_False_mab_virus_PGDM1400|3430,0.54531409485433,
m_goes_down_False_mab_virus_PGDM1400|4166,0.455825402847943,
m_goes_down_False_mab_virus_PGDM1400|4168,0.533217575114002,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.243117388669759,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.641936227999999,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.720836413749053,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.558025310039824,
m_goes_down_False_mab_virus_PGT121|1176,0.355074457689636,
m_goes_down_False_mab_virus_PGT121|1798,0.685824120467122,
m_goes_down_False_mab_virus_PGT121|2944,0.644494892746964,
m_goes_down_False_mab_virus_PGT121|2946,0.581823221447363,
m_goes_down_False_mab_virus_PGT121|3430,0.435193005082351,
m_goes_down_False_mab_virus_PGT121|4166,0.773988064960815,
m_goes_down_False_mab_virus_PGT121|4168,0.223344327865065,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.843517437091648,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.624896320121584,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.773521367245516,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.736827232586981,
m_goes_down_False_mab_virus_VRC07-523LS|1176,0.548261500669674,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.768486015285984,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.610455207184729,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.70395004837705,
m_goes_down_False_mab_virus_VRC07-523LS|3430,0.701041672965825,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.68189386354976,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.44218099870252,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.753637415689989,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.693828118977443,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.73934572177761,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.833680041359867,
m_goes_down_False_mab_virus_nan|1176,0.394288772345449,
m_goes_down_False_mab_virus_nan|1798,0.380960368567716,
m_goes_down_False_mab_virus_nan|2944,0.917151030999925,
m_goes_down_False_mab_virus_nan|2946,0.333078262521495,
m_goes_down_False_mab_virus_nan|3430,0.485848474081812,
m_goes_down_False_mab_virus_nan|4166,1.66733815809445,
m_goes_down_False_mab_virus_nan|4168,0.1878859289757,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.579746546041236,
m_goes_down_False_mab_virus_nan|PVO.4,0.216906887929468,
m_goes_down_False_mab_virus_nan|RHPA4259.7,1.37178294781002,
m_goes_down_False_mab_virus_nan|TRO.11,1.99195380375109,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1.47692725481663,
m_goes_down_True_mab_virus_PGDM1400|1176,35.6633092246397,
m_goes_down_True_mab_virus_PGDM1400|1798,0.584065738919484,
m_goes_down_True_mab_virus_PGDM1400|2944,1.36107579691749,
m_goes_down_True_mab_virus_PGDM1400|2946,0.812488875422656,
m_goes_down_True_mab_virus_PGDM1400|3430,1.24309151729974,
m_goes_down_True_mab_virus_PGDM1400|4166,1.039094160589,
m_goes_down_True_mab_virus_PGDM1400|4168,1.21551643493905,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.554207504290113,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,1.46335018149009,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1.6432101054193,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,1.27206785207773,
m_goes_down_True_mab_virus_PGT121|1176,0.80942350569849,
m_goes_down_True_mab_virus_PGT121|1798,1.56339649856285,
m_goes_down_True_mab_virus_PGT121|2944,1.46918288317996,
m_goes_down_True_mab_virus_PGT121|2946,1.32631728754861,
m_goes_down_True_mab_virus_PGT121|3430,0.992060792322936,
m_goes_down_True_mab_virus_PGT121|4166,1.76437397661808,
m_goes_down_True_mab_virus_PGT121|4168,0.509133070327549,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,1.9228723054062,
m_goes_down_True_mab_virus_PGT121|PVO.4,1.42450621039324,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,1.7633100980635,
m_goes_down_True_mab_virus_PGT121|TRO.11,1.67966258563148,
m_goes_down_True_mab_virus_VRC07-523LS|1176,1.24981038850015,
m_goes_down_True_mab_virus_VRC07-523LS|1798,1.75183156969502,
m_goes_down_True_mab_virus_VRC07-523LS|2944,1.39158642130001,
m_goes_down_True_mab_virus_VRC07-523LS|2946,1.60471614799175,
m_goes_down_True_mab_virus_VRC07-523LS|3430,1.59808625003582,
m_goes_down_True_mab_virus_VRC07-523LS|4166,1.55443713169359,
m_goes_down_True_mab_virus_VRC07-523LS|4168,1.00799053936991,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,1.71798287886577,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,1.58164231825933,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,1.68540370360152,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,1.90044709523487,
m_goes_down_True_mab_virus_nan|1176,0.898815990443242,
m_goes_down_True_mab_virus_nan|1798,0.868432719899554,
m_goes_down_True_mab_virus_nan|2944,2.09072656928714,
m_goes_down_True_mab_virus_nan|2946,0.759281241112994,
m_goes_down_True_mab_virus_nan|3430,1.10753439627387,
m_goes_down_True_mab_virus_nan|4166,3.800844211355,
m_goes_down_True_mab_virus_nan|4168,0.428302526440407,
m_goes_down_True_mab_virus_nan|Ce1176_A3,1.32158332302083,
m_goes_down_True_mab_virus_nan|PVO.4,0.494458358904209,
m_goes_down_True_mab_virus_nan|RHPA4259.7,3.12710007331571,
m_goes_down_True_mab_virus_nan|TRO.11,4.54083417183153,
e_goes_down_False_mab_virus_Clinical VRC01|PVO.4,1,
e_goes_down_False_mab_virus_PGDM1400|1176,1,
e_goes_down_False_mab_virus_PGDM1400|1798,1,
e_goes_down_False_mab_virus_PGDM1400|2944,1,
e_goes_down_False_mab_virus_PGDM1400|2946,1,
e_goes_down_False_mab_virus_PGDM1400|3430,1,
e_goes_down_False_mab_virus_PGDM1400|4166,1,
e_goes_down_False_mab_virus_PGDM1400|4168,1,
e_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,1,
e_goes_down_False_mab_virus_PGDM1400|PVO.4,1,
e_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,1,
e_goes_down_False_mab_virus_PGDM1400|TRO.11,1,
e_goes_down_False_mab_virus_PGT121|1176,1,
e_goes_down_False_mab_virus_PGT121|1798,1,
e_goes_down_False_mab_virus_PGT121|2944,1,
e_goes_down_False_mab_virus_PGT121|2946,1,
e_goes_down_False_mab_virus_PGT121|3430,1,
e_goes_down_False_mab_virus_PGT121|4166,1,
e_goes_down_False_mab_virus_PGT121|4168,1,
e_goes_down_False_mab_virus_PGT121|Ce1176_A3,1,
e_goes_down_False_mab_virus_PGT121|PVO.4,1,
e_goes_down_False_mab_virus_PGT121|RHPA4259.7,1,
e_goes_down_False_mab_virus_PGT121|TRO.11,1,
e_goes_down_False_mab_virus_VRC07-523LS|1176,1,
e_goes_down_False_mab_virus_VRC07-523LS|1798,1,
e_goes_down_False_mab_virus_VRC07-523LS|2944,1,
e_goes_down_False_mab_virus_VRC07-523LS|2946,1,
e_goes_down_False_mab_virus_VRC07-523LS|3430,1,
e_goes_down_False_mab_virus_VRC07-523LS|4166,1,
e_goes_down_False_mab_virus_VRC07-523LS|4168,1,
e_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,1,
e_goes_down_False_mab_virus_VRC07-523LS|PVO.4,1,
e_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,1,
e_goes_down_False_mab_virus_VRC07-523LS|TRO.11,1,
e_goes_down_False_mab_virus_nan|1176,1,
e_goes_down_False_mab_virus_nan|1798,1,
e_goes_down_False_mab_virus_nan|2944,1,
e_goes_down_False_mab_virus_nan|2946,1,
e_goes_down_False_mab_virus_nan|3430,1,
e_goes_down_False_mab_virus_nan|4166,1,
e_goes_down_False_mab_virus_nan|4168,1,
e_goes_down_False_mab_virus_nan|Ce1176_A3,1,
e_goes_down_False_mab_virus_nan|PVO.4,1,
e_goes_down_False_mab_virus_nan|RHPA4259.7,1,
e_goes_down_False_mab_virus_nan|TRO.11,1,
e_goes_down_True_mab_virus_Clinical VRC01|PVO.4,1,
e_goes_down_True_mab_virus_PGDM1400|1176,1,
e_goes_down_True_mab_virus_PGDM1400|1798,1,
e_goes_down_True_mab_virus_PGDM1400|2944,1,
e_goes_down_True_mab_virus_PGDM1400|2946,1,
e_goes_down_True_mab_virus_PGDM1400|3430,1,
e_goes_down_True_mab_virus_PGDM1400|4166,1,
e_goes_down_True_mab_virus_PGDM1400|4168,1,
e_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,1,
e_goes_down_True_mab_virus_PGDM1400|PVO.4,1,
e_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,1,
e_goes_down_True_mab_virus_PGDM1400|TRO.11,1,
e_goes_down_True_mab_virus_PGT121|1176,1,
e_goes_down_True_mab_virus_PGT121|1798,1,
e_goes_down_True_mab_virus_PGT121|2944,1,
e_goes_down_True_mab_virus_PGT121|2946,1,
e_goes_down_True_mab_virus_PGT121|3430,1,
e_goes_down_True_mab_virus_PGT121|4166,1,
e_goes_down_True_mab_virus_PGT121|4168,1,
e_goes_down_True_mab_virus_PGT121|Ce1176_A3,1,
e_goes_down_True_mab_virus_PGT121|PVO.4,1,
e_goes_down_True_mab_virus_PGT121|RHPA4259.7,1,
e_goes_down_True_mab_virus_PGT121|TRO.11,1,
e_goes_down_True_mab_virus_VRC07-523LS|1176,1,
e_goes_down_True_mab_virus_VRC07-523LS|1798,1,
e_goes_down_True_mab_virus_VRC07-523LS|2944,1,
e_goes_down_True_mab_virus_VRC07-523LS|2946,1,
e_goes_down_True_mab_virus_VRC07-523LS|3430,1,
e_goes_down_True_mab_virus_VRC07-523LS|4166,1,
e_goes_down_True_mab_virus_VRC07-523LS|4168,1,
e_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,1,
e_goes_down_True_mab_virus_VRC07-523LS|PVO.4,1,
e_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,1,
e_goes_down_True_mab_virus_VRC07-523LS|TRO.11,1,
e_goes_down_True_mab_virus_nan|1176,1,
e_goes_down_True_mab_virus_nan|1798,1,
e_goes_down_True_mab_virus_nan|2944,1,
e_goes_down_True_mab_virus_nan|2946,1,
e_goes_down_True_mab_virus_nan|3430,1,
e_goes_down_True_mab_virus_nan|4166,1,
e_goes_down_True_mab_virus_nan|4168,1,
e_goes_down_True_mab_virus_nan|Ce1176_A3,1,
e_goes_down_True_mab_virus_nan|PVO.4,1,
e_goes_down_True_mab_virus_nan|RHPA4259.7,1,
e_goes_down_True_mab_virus_nan|TRO.11,1,
alpha_run_id_1200432,0.161945546914751,
alpha_run_id_1313842,0.161945545637979,
alpha_run_id_1313860,0.141162742216873,
alpha_run_id_1313884,0.120383999171637,
alpha_run_id_1313920,0.161945551220879,
alpha_run_id_1313938,0.161946247553259,
alpha_run_id_1313956,0.161945547581435,
alpha_run_id_1313974,0.161945255619639,
alpha_run_id_1313992,0.161945032908269,
alpha_run_id_1314016,0.161916458883679,
alpha_run_id_1314040,0.161945595464283,
alpha_run_id_1314058,0.161945553284691,
alpha_run_id_1342240,0.108770413303017,
alpha_run_id_1342258,0.0758367866178138,
alpha_run_id_1342276,0.16194550855553,
alpha_run_id_1342294,0.161945332379363,
alpha_run_id_1342312,0.161949794332124,
alpha_run_id_1342336,0.161949206757015,
alpha_run_id_1342348,0.161952426589183,
alpha_run_id_1342372,0.132538278305182,
alpha_run_id_1342384,0.0998271309146803,
alpha_run_id_1342396,0.161945523799079,
alpha_run_id_1342408,0.161947001554575,
k_run_id_1200432,1.15676203670296e-11,
k_run_id_1313842,1.15654328416226e-11,
k_run_id_1313860,1.15676162466962e-11,
k_run_id_1313884,1.15675424604168e-11,
k_run_id_1313920,1.15640869631234e-11,
k_run_id_1313938,1.15676212815415e-11,
k_run_id_1313956,1.15675765748251e-11,
k_run_id_1313974,1.1567611613034e-11,
k_run_id_1313992,1.15718322184848e-11,
k_run_id_1314016,1.15676200938354e-11,
k_run_id_1314040,1.15676269201549e-11,
k_run_id_1314058,1.15676409486622e-11,
k_run_id_1342240,1.15672924870875e-11,
k_run_id_1342258,1.15676172233639e-11,
k_run_id_1342276,1.15676204824151e-11,
k_run_id_1342294,1.15682212356494e-11,
k_run_id_1342312,1.15585570060433e-11,
k_run_id_1342336,1.1540154264727e-11,
k_run_id_1342348,1.15676212622659e-11,
k_run_id_1342372,1.15675028078186e-11,
k_run_id_1342384,1.1564291212811e-11,
k_run_id_1342396,1.15676228886578e-11,
k_run_id_1342408,1.15676217875363e-11,
omega_m,5.02997848915163e-08,4.9421560620597e-06
omega_e,2.88152783390315,6352.77902784914
a,0.00267822984310662,
b,0.155511591142769,
