parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.0147582419139955,
L_goes_down_False_mab_virus_PGDM1400|1176,0.171422945586157,
L_goes_down_False_mab_virus_PGDM1400|1798,0.730130945283238,
L_goes_down_False_mab_virus_PGDM1400|2944,0.0327018134521787,
L_goes_down_False_mab_virus_PGDM1400|2946,0.321378367354872,
L_goes_down_False_mab_virus_PGDM1400|3430,0.0624971929354205,
L_goes_down_False_mab_virus_PGDM1400|4166,0.0568625550414646,
L_goes_down_False_mab_virus_PGDM1400|4168,0.201485403557375,
L_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,1.04536799998428,
L_goes_down_False_mab_virus_PGDM1400|PVO.4,0.0174307989130885,
L_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.00788237608149409,
L_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0133275433476881,
L_goes_down_False_mab_virus_PGT121|1176,0.454071793502173,
L_goes_down_False_mab_virus_PGT121|1798,0.00515478786947718,
L_goes_down_False_mab_virus_PGT121|2944,0.0123440574084488,
L_goes_down_False_mab_virus_PGT121|2946,0.038499950715981,
L_goes_down_False_mab_virus_PGT121|3430,0.0986784290890682,
L_goes_down_False_mab_virus_PGT121|4166,0.00624717198168733,
L_goes_down_False_mab_virus_PGT121|4168,0.620925981966966,
L_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.00196013079672156,
L_goes_down_False_mab_virus_PGT121|PVO.4,0.00733250836704113,
L_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.00453123365453666,
L_goes_down_False_mab_virus_PGT121|TRO.11,0.00132587442362314,
L_goes_down_False_mab_virus_VRC07-523LS|1176,0.0349865170189879,
L_goes_down_False_mab_virus_VRC07-523LS|1798,0.00604156344313308,
L_goes_down_False_mab_virus_VRC07-523LS|2944,0.00296151640054636,
L_goes_down_False_mab_virus_VRC07-523LS|2946,0.00740559001233382,
L_goes_down_False_mab_virus_VRC07-523LS|3430,0.00696842107870147,
L_goes_down_False_mab_virus_VRC07-523LS|4166,0.00617201663604563,
L_goes_down_False_mab_virus_VRC07-523LS|4168,0.0498169194776888,
L_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.00930732771636675,
L_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.00324927263757656,
L_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.00812773721097969,
L_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.0019973279647144,
L_goes_down_False_mab_virus_nan|1176,0.00420505891534475,
L_goes_down_False_mab_virus_nan|1798,0.0108556725002416,
L_goes_down_False_mab_virus_nan|2944,0.0089932144813898,
L_goes_down_False_mab_virus_nan|2946,0.0171829110342154,
L_goes_down_False_mab_virus_nan|3430,0.0111644249703569,
L_goes_down_False_mab_virus_nan|4166,0.0631091235386244,
L_goes_down_False_mab_virus_nan|4168,0.00242540955287207,
L_goes_down_False_mab_virus_nan|Ce1176_A3,0.0229784968136476,
L_goes_down_False_mab_virus_nan|PVO.4,0.00444446654686143,
L_goes_down_False_mab_virus_nan|RHPA4259.7,0.0160114877084367,
L_goes_down_False_mab_virus_nan|TRO.11,0.0280548968166677,
L_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.00284914402263443,
L_goes_down_True_mab_virus_PGDM1400|1176,0.0330939595383661,
L_goes_down_True_mab_virus_PGDM1400|1798,0.140955015551102,
L_goes_down_True_mab_virus_PGDM1400|2944,0.00631323004932073,
L_goes_down_True_mab_virus_PGDM1400|2946,0.0620435184413677,
L_goes_down_True_mab_virus_PGDM1400|3430,0.0120653601371396,
L_goes_down_True_mab_virus_PGDM1400|4166,0.010977568314182,
L_goes_down_True_mab_virus_PGDM1400|4168,0.0388976503122089,
L_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.201812926361103,
L_goes_down_True_mab_virus_PGDM1400|PVO.4,0.00336509299836538,
L_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,0.00152172764395793,
L_goes_down_True_mab_virus_PGDM1400|TRO.11,0.00257294132233036,
L_goes_down_True_mab_virus_PGT121|1176,0.0876605725697421,
L_goes_down_True_mab_virus_PGT121|1798,0.000995154648626656,
L_goes_down_True_mab_virus_PGT121|2944,0.00238307500211024,
L_goes_down_True_mab_virus_PGT121|2946,0.00743258615039605,
L_goes_down_True_mab_virus_PGT121|3430,0.0190503081627531,
L_goes_down_True_mab_virus_PGT121|4166,0.00120604424386854,
L_goes_down_True_mab_virus_PGT121|4168,0.119872513293194,
L_goes_down_True_mab_virus_PGT121|Ce1176_A3,0.000378411939281523,
L_goes_down_True_mab_virus_PGT121|PVO.4,0.00141557324419927,
L_goes_down_True_mab_virus_PGT121|RHPA4259.7,0.000874774743307343,
L_goes_down_True_mab_virus_PGT121|TRO.11,0.00025596593488872,
L_goes_down_True_mab_virus_VRC07-523LS|1176,0.00675430220065151,
L_goes_down_True_mab_virus_VRC07-523LS|1798,0.00116635060406793,
L_goes_down_True_mab_virus_VRC07-523LS|2944,0.000571733869096481,
L_goes_down_True_mab_virus_VRC07-523LS|2946,0.00142968197978331,
L_goes_down_True_mab_virus_VRC07-523LS|3430,0.00134528457923936,
L_goes_down_True_mab_virus_VRC07-523LS|4166,0.00119153517123971,
L_goes_down_True_mab_virus_VRC07-523LS|4168,0.00961737713631851,
L_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,0.00179682087367322,
L_goes_down_True_mab_virus_VRC07-523LS|PVO.4,0.000627286486236662,
L_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,0.00156909569765528,
L_goes_down_True_mab_virus_VRC07-523LS|TRO.11,0.000385593017452171,
L_goes_down_True_mab_virus_nan|1176,0.000811805264021218,
L_goes_down_True_mab_virus_nan|1798,0.00209573569778725,
L_goes_down_True_mab_virus_nan|2944,0.00173617992124268,
L_goes_down_True_mab_virus_nan|2946,0.00331723714449805,
L_goes_down_True_mab_virus_nan|3430,0.00215534173079775,
L_goes_down_True_mab_virus_nan|4166,0.0121834960526874,
L_goes_down_True_mab_virus_nan|4168,0.00046823606566936,
L_goes_down_True_mab_virus_nan|Ce1176_A3,0.00443610067020537,
L_goes_down_True_mab_virus_nan|PVO.4,0.000858023968544686,
L_goes_down_True_mab_virus_nan|RHPA4259.7,0.00309108867870743,
L_goes_down_True_mab_virus_nan|TRO.11,0.00541612219373048,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.653892995022494,
m_goes_down_False_mab_virus_PGDM1400|1176,0.653903123654009,
m_goes_down_False_mab_virus_PGDM1400|1798,0.653894243149923,
m_goes_down_False_mab_virus_PGDM1400|2944,0.653892981828532,
m_goes_down_False_mab_virus_PGDM1400|2946,0.65389338885717,
m_goes_down_False_mab_virus_PGDM1400|3430,0.653893051290847,
m_goes_down_False_mab_virus_PGDM1400|4166,0.65389614638078,
m_goes_down_False_mab_virus_PGDM1400|4168,0.653893089223696,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.670583701496033,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.662017182834557,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.664656718973142,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.653893159765939,
m_goes_down_False_mab_virus_PGT121|1176,0.653893251322498,
m_goes_down_False_mab_virus_PGT121|1798,0.663611434131331,
m_goes_down_False_mab_virus_PGT121|2944,0.66229789700162,
m_goes_down_False_mab_virus_PGT121|2946,0.653893029363412,
m_goes_down_False_mab_virus_PGT121|3430,0.653896100100182,
m_goes_down_False_mab_virus_PGT121|4166,0.71625149958483,
m_goes_down_False_mab_virus_PGT121|4168,0.653893252534127,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.724259477171613,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.670766213171703,
