parameter,value,CV
L_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.0453026906699066,
L_goes_down_False_mab_virus_PGDM1400|1176,0.0496421187887016,
L_goes_down_False_mab_virus_PGDM1400|1798,0.0453024705272118,
L_goes_down_False_mab_virus_PGDM1400|2944,0.0453029277280279,
L_goes_down_False_mab_virus_PGDM1400|2946,0.121852694952095,
L_goes_down_False_mab_virus_PGDM1400|3430,0.0453033283150781,
L_goes_down_False_mab_virus_PGDM1400|4166,0.0453034180751776,
L_goes_down_False_mab_virus_PGDM1400|4168,0.0453025201268686,
L_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.0453025882582503,
L_goes_down_False_mab_virus_PGDM1400|PVO.4,0.045302380382965,
L_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.0453081687356207,
L_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0453008919216323,
L_goes_down_False_mab_virus_PGT121|1176,0.045302348452214,
L_goes_down_False_mab_virus_PGT121|1798,0.0453029101301206,
L_goes_down_False_mab_virus_PGT121|2944,0.0453029631857204,
L_goes_down_False_mab_virus_PGT121|2946,0.0453024070654371,
L_goes_down_False_mab_virus_PGT121|3430,0.0453026472909565,
L_goes_down_False_mab_virus_PGT121|4166,0.0453032572989874,
L_goes_down_False_mab_virus_PGT121|4168,0.0453025169603883,
L_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.0453032908038289,
L_goes_down_False_mab_virus_PGT121|PVO.4,0.0187172254915613,
L_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.0453033465667525,
L_goes_down_False_mab_virus_PGT121|TRO.11,0.00185600453084052,
L_goes_down_False_mab_virus_VRC07-523LS|1176,0.0453042117255151,
L_goes_down_False_mab_virus_VRC07-523LS|1798,0.0453028648504845,
L_goes_down_False_mab_virus_VRC07-523LS|2944,0.0453031582341015,
L_goes_down_False_mab_virus_VRC07-523LS|2946,0.0252360035841346,
L_goes_down_False_mab_virus_VRC07-523LS|3430,0.0453030755447876,
L_goes_down_False_mab_virus_VRC07-523LS|4166,0.0453030550453134,
L_goes_down_False_mab_virus_VRC07-523LS|4168,0.0453034846768444,
L_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.0154784976847349,
L_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.0155616469565618,
L_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.0453030481395245,
