id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,0,0.00207059,-0.00997594,0.209493,0,0,0,0,3.396e-07,4.76937e-09,-2.42031e-07,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,0,-0.122647,0.00551755,0.220882,0,0,0,0,1.40196e-07,3.91394e-09,-3.79507e-07,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,0,0.229235,-0.00262838,-0.104261,0,0,0,0,2.52002e-07,1.15348e-08,2.62733e-07,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,0,0.111523,-0.000749635,0.0366412,0,0,0,0,-2.05347e-07,8.26148e-09,3.09591e-08,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,0,-0.0784709,3.8888e-05,-0.403662,0,0,0,0,4.239e-07,-7.70703e-09,-4.03215e-07,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,0,-0.221583,-0.00688154,-0.0699069,0,0,0,0,-3.40652e-07,4.11217e-09,-1.50542e-07,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,0,-0.150053,-0.00512121,0.0765356,0,0,0,0,4.24295e-07,-5.40902e-09,-4.17479e-07,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,0,0.144532,-0.00169462,0.0190791,0,0,0,0,-7.93838e-08,-1.79931e-08,-1.55262e-07,0,0,0,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,0,-0.729641,-0.0544638,-1.97944,0,0,0,0,-0.398846,-0.0598286,-2.04542,0,0,0,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,0,-1.89501,0.0266118,-1.20622,0,0,0,0,-1.04672,0.025913,-1.20082,0,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,0,-1.68193,-0.0296344,-1.75136,0,0,0,0,-0.61453,-0.0237505,-1.62533,0,0,0,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,0,0.478017,0.00459377,-2.59531,0,0,0,0,0.126706,-0.00109355,-2.64876,0,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,0,-0.873138,-0.0494513,-3.32074,0,0,0,0,0.197439,-0.0249826,-2.89803,0,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,0,3.06541,-0.0228724,-2.6272,0,0,0,0,3.09968,-0.0556173,-2.98643,0,0,0,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,0,2.88865,-0.0622208,-3.66951,0,0,0,0,2.84567,-0.0893492,-4.08228,0,0,0,True,PGDM1400|2946,1313842
