parameter,value,CV
L_goes_down_False,1,
L_goes_down_True,1,
m_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.659872291330351,
m_goes_down_False_mab_virus_PGDM1400|1176,0.659916212390136,
m_goes_down_False_mab_virus_PGDM1400|1798,0.664415322886413,
m_goes_down_False_mab_virus_PGDM1400|2944,0.65983930926457,
m_goes_down_False_mab_virus_PGDM1400|2946,0.659885579673286,
m_goes_down_False_mab_virus_PGDM1400|3430,0.659904968323611,
m_goes_down_False_mab_virus_PGDM1400|4166,0.65990921010483,
m_goes_down_False_mab_virus_PGDM1400|4168,0.660854867911575,
m_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.659901762997742,
m_goes_down_False_mab_virus_PGDM1400|PVO.4,0.668312405829257,
m_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.659879044681569,
m_goes_down_False_mab_virus_PGDM1400|TRO.11,0.659907353835123,
m_goes_down_False_mab_virus_PGT121|1176,0.659962873094363,
m_goes_down_False_mab_virus_PGT121|1798,0.659919626262192,
m_goes_down_False_mab_virus_PGT121|2944,0.659872695879117,
m_goes_down_False_mab_virus_PGT121|2946,0.659905751896651,
m_goes_down_False_mab_virus_PGT121|3430,0.659893484137592,
m_goes_down_False_mab_virus_PGT121|4166,0.659876601042438,
m_goes_down_False_mab_virus_PGT121|4168,0.659968812802918,
m_goes_down_False_mab_virus_PGT121|Ce1176_A3,0.663844185060106,
m_goes_down_False_mab_virus_PGT121|PVO.4,0.659873633767757,
m_goes_down_False_mab_virus_PGT121|RHPA4259.7,0.659934696635263,
m_goes_down_False_mab_virus_PGT121|TRO.11,0.662757592059027,
m_goes_down_False_mab_virus_VRC07-523LS|1176,0.659873487455567,
m_goes_down_False_mab_virus_VRC07-523LS|1798,0.65998865394079,
m_goes_down_False_mab_virus_VRC07-523LS|2944,0.659966365002656,
m_goes_down_False_mab_virus_VRC07-523LS|2946,0.672319987977949,
m_goes_down_False_mab_virus_VRC07-523LS|3430,0.659872579647122,
m_goes_down_False_mab_virus_VRC07-523LS|4166,0.659872674942651,
m_goes_down_False_mab_virus_VRC07-523LS|4168,0.659888144127068,
m_goes_down_False_mab_virus_VRC07-523LS|Ce1176_A3,0.659864137924608,
m_goes_down_False_mab_virus_VRC07-523LS|PVO.4,0.718343952360777,
m_goes_down_False_mab_virus_VRC07-523LS|RHPA4259.7,0.659859962038696,
m_goes_down_False_mab_virus_VRC07-523LS|TRO.11,0.736877921775087,
m_goes_down_False_mab_virus_nan|1176,0.659859355616997,
m_goes_down_False_mab_virus_nan|1798,0.659872125949597,
m_goes_down_False_mab_virus_nan|2944,0.659870973850678,
m_goes_down_False_mab_virus_nan|2946,0.65987075351166,
m_goes_down_False_mab_virus_nan|3430,0.659869435797528,
m_goes_down_False_mab_virus_nan|4166,0.659865304586976,
m_goes_down_False_mab_virus_nan|4168,0.659868426941348,
m_goes_down_False_mab_virus_nan|Ce1176_A3,0.659868581333529,
m_goes_down_False_mab_virus_nan|PVO.4,0.659870419954495,
m_goes_down_False_mab_virus_nan|RHPA4259.7,0.659856563945811,
m_goes_down_False_mab_virus_nan|TRO.11,0.659870745963223,
m_goes_down_True_mab_virus_Clinical VRC01|PVO.4,0.65987530597717,
m_goes_down_True_mab_virus_PGDM1400|1176,0.659919227036955,
m_goes_down_True_mab_virus_PGDM1400|1798,0.664418337533232,
m_goes_down_True_mab_virus_PGDM1400|2944,0.659842323911389,
m_goes_down_True_mab_virus_PGDM1400|2946,0.659888594320105,
m_goes_down_True_mab_virus_PGDM1400|3430,0.65990798297043,
m_goes_down_True_mab_virus_PGDM1400|4166,0.659912224751649,
m_goes_down_True_mab_virus_PGDM1400|4168,0.660857882558395,
m_goes_down_True_mab_virus_PGDM1400|Ce1176_A3,0.659904777644562,
m_goes_down_True_mab_virus_PGDM1400|PVO.4,0.668315420476077,
m_goes_down_True_mab_virus_PGDM1400|RHPA4259.7,0.659882059328389,
m_goes_down_True_mab_virus_PGDM1400|TRO.11,0.659910368481942,
m_goes_down_True_mab_virus_PGT121|1176,0.659965887741183,
m_goes_down_True_mab_virus_PGT121|1798,0.659922640909012,
m_goes_down_True_mab_virus_PGT121|2944,0.659875710525936,
m_goes_down_True_mab_virus_PGT121|2946,0.65990876654347,
m_goes_down_True_mab_virus_PGT121|3430,0.659896498784411,
m_goes_down_True_mab_virus_PGT121|4166,0.659879615689257,
m_goes_down_True_mab_virus_PGT121|4168,0.659971827449738,
m_goes_down_True_mab_virus_PGT121|Ce1176_A3,0.663847199706926,
m_goes_down_True_mab_virus_PGT121|PVO.4,0.659876648414577,
m_goes_down_True_mab_virus_PGT121|RHPA4259.7,0.659937711282082,
m_goes_down_True_mab_virus_PGT121|TRO.11,0.662760606705846,
m_goes_down_True_mab_virus_VRC07-523LS|1176,0.659876502102387,
m_goes_down_True_mab_virus_VRC07-523LS|1798,0.659991668587609,
m_goes_down_True_mab_virus_VRC07-523LS|2944,0.659969379649476,
m_goes_down_True_mab_virus_VRC07-523LS|2946,0.672323002624768,
m_goes_down_True_mab_virus_VRC07-523LS|3430,0.659875594293942,
m_goes_down_True_mab_virus_VRC07-523LS|4166,0.659875689589471,
m_goes_down_True_mab_virus_VRC07-523LS|4168,0.659891158773888,
m_goes_down_True_mab_virus_VRC07-523LS|Ce1176_A3,0.659867152571427,
m_goes_down_True_mab_virus_VRC07-523LS|PVO.4,0.718346967007597,
m_goes_down_True_mab_virus_VRC07-523LS|RHPA4259.7,0.659862976685516,
m_goes_down_True_mab_virus_VRC07-523LS|TRO.11,0.736880936421906,
m_goes_down_True_mab_virus_nan|1176,0.659862370263817,
m_goes_down_True_mab_virus_nan|1798,0.659875140596416,
m_goes_down_True_mab_virus_nan|2944,0.659873988497497,
m_goes_down_True_mab_virus_nan|2946,0.659873768158479,
m_goes_down_True_mab_virus_nan|3430,0.659872450444348,
m_goes_down_True_mab_virus_nan|4166,0.659868319233796,
m_goes_down_True_mab_virus_nan|4168,0.659871441588167,
m_goes_down_True_mab_virus_nan|Ce1176_A3,0.659871595980349,
m_goes_down_True_mab_virus_nan|PVO.4,0.659873434601314,
m_goes_down_True_mab_virus_nan|RHPA4259.7,0.65985957859263,
m_goes_down_True_mab_virus_nan|TRO.11,0.659873760610043,
e_goes_down_False_mab_virus_Clinical VRC01|PVO.4,0.0267805849373175,
e_goes_down_False_mab_virus_PGDM1400|1176,0.384499745060273,
e_goes_down_False_mab_virus_PGDM1400|1798,0.0763560703485193,
e_goes_down_False_mab_virus_PGDM1400|2944,9.15187555206796,
e_goes_down_False_mab_virus_PGDM1400|2946,0.00873093159565125,
e_goes_down_False_mab_virus_PGDM1400|3430,4.08650784960831,
e_goes_down_False_mab_virus_PGDM1400|4166,1.87464439449216,
e_goes_down_False_mab_virus_PGDM1400|4168,0.00367057419412752,
e_goes_down_False_mab_virus_PGDM1400|Ce1176_A3,0.0199781160272203,
e_goes_down_False_mab_virus_PGDM1400|PVO.4,0.0134230182555274,
e_goes_down_False_mab_virus_PGDM1400|RHPA4259.7,0.0335145313292668,
e_goes_down_False_mab_virus_PGDM1400|TRO.11,0.0225223768848609,
e_goes_down_False_mab_virus_PGT121|1176,0.00965601156914983,
e_goes_down_False_mab_virus_PGT121|1798,0.267270797800559,
e_goes_down_False_mab_virus_PGT121|2944,1.25710010989548,
