id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,1,0.140375,0.853377,0.0850848,1439.01,0.306117,0.311626,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.140284,1.32056,0.00952029,1439.01,0.306117,0.311626,1,0.140284,1.32056,0.00952029,1439.01,0.306117,0.311626,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.140284,1.37355,0.0111214,1439.01,0.306117,0.311626,1,0.140284,1.37355,0.0111214,1439.01,0.306117,0.311626,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.140284,1.37355,0.0111214,1439.01,0.306117,0.311626,1,0.140284,1.37355,0.0111214,1439.01,0.306117,0.311626,True,VRC07-523LS|2946,1313842
