id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.00880434,0.553995,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.00880434,0.592372,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.00880434,0.513314,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.00880434,0.496325,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.5488,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.00880434,0.574896,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.5488,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.00880434,0.522075,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.5488,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.00880434,0.564673,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.5488,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.00880434,0.564482,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.00880474,0.847151,0.15735,9.3581,0.207074,0.335226,1,0.00870987,0.831785,0.155088,9.3581,0.207007,0.338269,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.00880467,1.10167,0.157352,10.4775,0.207074,0.335226,1,0.0087098,1.06181,0.155091,10.4775,0.207007,0.338269,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.00880467,0.918086,0.157352,10.4775,0.207074,0.335226,1,0.0087098,0.896224,0.155091,10.4775,0.207007,0.338269,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.00880461,1.49424,0.157354,12.7367,0.207074,0.335226,1,0.00870974,1.45152,0.155092,12.7367,0.207007,0.338269,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.00880461,1.44613,0.157354,12.7367,0.207074,0.335226,1,0.00870974,1.40756,0.155092,12.7367,0.207007,0.338269,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.00880461,1.66651,0.157354,12.7367,0.207074,0.335226,1,0.00870974,1.6536,0.155092,12.7367,0.207007,0.338269,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.00880461,1.80601,0.157354,12.7367,0.207074,0.335226,1,0.00870974,1.75502,0.155092,12.7367,0.207007,0.338269,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.00880474,0.925197,0.15735,9.3581,0.207074,0.335226,1,0.00870987,0.904923,0.155088,9.3581,0.207007,0.338269,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,1,0.00880474,0.910969,0.15735,9.3581,0.207074,0.335226,1,0.00870987,0.880578,0.155088,9.3581,0.207007,0.338269,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,1,0.00880474,0.874162,0.15735,9.3581,0.207074,0.335226,1,0.00870987,0.845513,0.155088,9.3581,0.207007,0.338269,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,0.00880434,0.607887,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,0.00880434,0.591804,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,0.00880434,0.54713,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.5488,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,0.00880434,0.552256,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,0.00880434,0.558513,0.157346,13.0807,0.207074,0.335226,1,0.00870947,0.548799,0.155084,13.0807,0.207007,0.338269,False,nan|2946,1313842
